#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
1490000,-20039.772806817637,10464.83984375,-9574.932963067637,293.96962119648856,60.28437819205485,458
1495000,-19808.995672384466,10516.98046875,-9292.015203634466,295.43431248742627,59.79230083573841,458
1500000,-20258.64732516925,10303.1953125,-9955.452012669251,289.4288367860682,59.02935212938195,458
1505000,-19827.275796123606,10828.15234375,-8999.123452373606,304.1754953040351,58.42927821778402,458
1510000,-20013.695822187714,10514.96484375,-9498.730978437714,295.3776912178635,57.12410822095233,458
1515000,-20340.455392588978,10580.4765625,-9759.978830088978,297.2179922097961,55.464788204531736,458
1520000,-19735.55321265789,10766.654296875,-8968.898915782891,302.44794306108656,57.34522150980138,458
1525000,-19997.09573723952,10428.587890625,-9568.50784661452,292.95126132792797,56.791227470294146,458
1530000,-19717.298659213746,10707.75,-9009.548659213746,300.7932522968002,56.14044414050596,458
1535000,-19853.718495774025,10993.9736328125,-8859.744862961525,308.83360973864154,56.7070356294916,458
1540000,-20052.039884408892,10527.001953125,-9525.037931283892,295.71582773367294,57.73453433123,458
1545000,-20102.406703006447,10659.5869140625,-9442.819788943947,299.4402947417778,58.43362271414237,458
1550000,-20068.2003556172,10448.4755859375,-9619.724769679699,293.5099300075044,56.88934054618245,458
1555000,-20050.627596207225,10746.5205078125,-9304.107088394725,301.8823613195286,56.34574529940988,458
1560000,-19892.481725913618,10440.7568359375,-9451.724889976118,293.2931012697989,55.0446855526493,458
1565000,-20422.5743542508,10826.1181640625,-9596.456190188299,304.11835281154515,55.66561106977263,458
1570000,-20272.365510908,10751.03125,-9521.334260908,302.0090733564038,54.69253201311455,458
1575000,-20202.267788269426,10686.751953125,-9515.515835144426,300.20339253995,55.222030254984055,458
1580000,-20251.80383332759,10626.3916015625,-9625.41223176509,298.50779949227314,54.875817643979325,458
1585000,-20094.54284450019,10838.9375,-9255.605344500189,304.47846298865295,55.37047521909632,458
1590000,-20030.659055191136,10513.02734375,-9517.631711441136,295.323264571152,55.3247495669173,458
1595000,-20176.144522094633,10609.197265625,-9566.947256469633,298.02479043549425,55.77617982163332,458
1600000,-20136.360493854663,10649.8681640625,-9486.492329792163,299.16728365907977,56.73222944192289,458
1605000,-20297.0898606142,10700.9912109375,-9596.0986496767,300.60338998737967,55.61462470188911,458
1610000,-20141.820215726417,10554.7021484375,-9587.118067288917,296.49395869837633,56.237494938347105,458
1615000,-20049.543702671144,10901.478515625,-9148.065187046144,306.23531344666594,55.71046025435619,458
1620000,-20034.982727966926,10621.1328125,-9413.849915466926,298.360073941597,55.741948982426706,458
1625000,-20402.16115928642,10927.822265625,-9474.338893661421,306.9753402721142,56.655346635763074,457
1630000,-20082.490432201055,10574.5458984375,-9507.944533763555,297.05139290259905,55.79141194884295,457
1635000,-20153.886459694448,10866.193359375,-9287.693100319448,305.2441120358898,55.75363739628458,457
1640000,-20058.77800332714,10612.638671875,-9446.139331452141,298.1214635720927,56.54548737539911,457
1645000,-19822.48517943878,10530.703125,-9291.78205443878,295.81979799125185,56.89468996752711,457
1650000,-20129.377516515116,10611.244140625,-9518.133375890116,298.0822895541975,55.596380849844905,457
1655000,-20289.806741242428,10622.7568359375,-9667.049905304928,298.40569466411773,55.9676492621788,457
1660000,-20023.49246401721,10714.203125,-9309.28933901721,300.97452814431506,55.34161636178569,457
1665000,-19989.84329190383,10661.31640625,-9328.526885653831,299.4888782051478,55.90096170806905,457
1670000,-20208.472891874917,10865.4462890625,-9343.026602812417,305.22312595487455,55.460975713947064,457
1675000,-20172.330500551543,10997.36328125,-9174.967219301543,308.92882893760105,55.7179030534807,457
1680000,-20466.92508226166,10426.86328125,-10040.06180101166,292.9028150284862,54.352029633241365,457
1685000,-20245.41503783151,10755.845703125,-9489.56933470651,302.1443169896133,55.066465770208,457
1690000,-20361.58750407044,10793.998046875,-9567.589457195441,303.2160610590311,55.13212512683726,457
1695000,-20180.54929720945,10520.232421875,-9660.31687533445,295.5256636636104,55.68286672986946,457
1700000,-20046.952628034138,10574.2119140625,-9472.740713971638,297.0420108899098,55.76192489726899,457
1705000,-20330.363829022026,10757.296875,-9573.066954022026,302.18508210907567,55.50216938976763,457
1710000,-19962.440507468506,10505.7978515625,-9456.642655906006,295.12017965905255,55.86646008539764,457
1715000,-20186.16990137825,10558.064453125,-9628.105448253249,296.58840977933795,55.77576053672984,457
1720000,-20114.017437372982,10904.58984375,-9209.427593622982,306.3227143017178,54.92199148650435,457
1725000,-20288.901229770025,10659.8671875,-9629.034042270025,299.4481679512567,54.36540503176751,457
1730000,-20141.328810094943,10572.6318359375,-9568.696974157443,296.9976246427429,54.600880983601854,457
1735000,-20298.335612121213,10535.69140625,-9762.644205871213,295.9599246603055,54.27115602818212,457
1740000,-20472.525127747474,10481.5078125,-9991.017315247474,294.4378439818071,54.79563558057865,457
1745000,-20103.00503755221,10514.8046875,-9588.200350052211,295.3731922410184,54.62541960679901,457
1750000,-20402.13913811212,10543.7802734375,-9858.358864674621,296.1871504237688,52.780276793322955,457
1755000,-20299.25809873076,10696.9453125,-9602.31278623076,300.4897359564695,53.61528331639595,457
1760000,-20347.664082352057,10746.8671875,-9600.796894852057,301.8920999584311,53.29436784401829,457
1765000,-20496.374731743752,10622.091796875,-9874.282934868752,298.38701293709636,53.77119463737862,457
1770000,-20371.16133106727,10270.1025390625,-10101.05879200477,288.4992219790558,54.16926123295754,457
1775000,-20415.880609680113,10773.3095703125,-9642.571039367613,302.63489749522915,53.6372004575157,456
1780000,-20341.757288461435,10507.1474609375,-9834.609827523935,295.1580917688083,52.69646724716123,456
1785000,-20144.0186528528,10439.291015625,-9704.7276372278,293.251924658552,53.795219448608954,456
1790000,-20433.053018780905,10573.2841796875,-9859.768839093405,297.015949743551,53.78167729088332,456
1795000,-20221.245690785858,10646.248046875,-9574.997643910858,299.06559032270906,53.812086987566126,456
1800000,-20516.247122335364,10703.240234375,-9813.006887960364,300.6665676927106,53.59005625749496,456
1805000,-20175.926056130455,10527.48046875,-9648.445587380455,295.72926979863695,53.001707405212734,456
1810000,-20368.278988053018,10526.19140625,-9842.087581803018,295.693058521591,52.41164570312955,456
1815000,-20316.96706000877,10869.654296875,-9447.31276313377,305.3413338282011,52.81827259378828,456
1820000,-20512.36267919076,10457.0849609375,-10055.277718253259,293.7517774457144,53.44783431424631,456
1825000,-20180.581703782445,10553.515625,-9627.066078782445,296.4606278638227,51.97784664747134,456
1830000,-20312.978897963243,10612.9619140625,-9700.016983900743,298.1305438241398,52.30030355879399,456
1835000,-20424.4579922376,11000.140625,-9424.3173672376,309.00684777996366,51.813249070895814,456
1840000,-20216.956158073648,10584.541015625,-9632.415142448648,297.33216746363337,50.473017556658,456
1845000,-20427.081052777998,10671.154296875,-9755.926755902998,299.76523608769395,50.51617142135429,456
1850000,-20030.046974993194,10599.3525390625,-9430.694435930694,297.74824052344854,50.31669614648128,456
1855000,-19775.53058448108,10649.1435546875,-9126.38702979358,299.14692853213427,49.47775817060565,456
1860000,-20231.735206033874,10584.4384765625,-9647.296729471374,297.3292870211411,49.32231781200561,456
1865000,-20430.500746004443,10539.2021484375,-9891.298597566943,296.0585455246844,48.16585314516526,456
1870000,-20493.608662503437,10592.8125,-9900.796162503437,297.5645231580116,48.22218439643094,456
1875000,-20245.800517264404,10394.861328125,-9850.939189139404,292.00384264303466,47.79104100763655,456
1880000,-20416.70288752894,10671.5390625,-9745.16382502894,299.7760446052365,47.894520305244136,456
1885000,-20206.65050109323,10684.6953125,-9521.95518859323,300.1456190933904,48.08389302282314,456
1890000,-20380.37701088941,10807.5,-9572.87701088941,303.59534675330184,48.53152345203453,456
1895000,-19920.735390429778,10561.517578125,-9359.217812304778,296.68541210936405,49.17457265438851,456
1900000,-20454.356708268388,10955.16015625,-9499.196552018388,307.7432936733449,48.97382563277255,456
1905000,-20224.256316942745,10321.30078125,-9902.955535692745,289.93744063185,47.68803277866148,456
1910000,-20402.701636218946,10680.8154296875,-9721.886206531446,300.03662863603915,48.48821153658683,456
1915000,-20456.629523141833,10635.302734375,-9821.326788766833,298.7581236612461,47.97784138347283,456
1920000,-20267.062827120128,10768.041015625,-9499.021811495128,302.48689761669664,48.48889438231714,456
1925000,-20396.298073271522,10592.2041015625,-9804.093971709022,297.5474325325573,48.21563506593347,456
1930000,-20319.1409421086,10740.7490234375,-9578.3919186711,301.72023355639107,47.74413211031377,456
1935000,-20474.660712238096,10530.7734375,-9943.887274738096,295.82177315181804,47.31740530214432,455
1940000,-20463.992061675177,10596.07421875,-9867.917842925177,297.6561486620521,47.75390252335434,455
1945000,-20295.422399793693,10608.818359375,-9686.604040418693,298.0141465146656,47.75814841555631,455
1950000,-20487.886985509496,10388.599609375,-10099.287376134496,291.82794362150537,47.19230319346157,455
1955000,-20602.530424200522,10437.333984375,-10165.196439825522,293.1969493561277,46.69332764627531,455
1960000,-20503.80800459013,10270.99609375,-10232.81191084013,288.52432297791717,47.493546152567546,455
1965000,-20372.37525933869,10492.5673828125,-9879.807876526189,294.74852027918996,46.64385143175708,455
1970000,-20393.20988710817,10710.748046875,-9682.461840233169,300.87747094871764,47.06926060328992,455
1975000,-20437.789758381216,10637.1708984375,-9800.618859943716,298.8106025801771,46.68883166738419,455
1980000,-20551.830248763028,10906.205078125,-9645.625170638028,306.36808812916775,46.24477647836656,455
1985000,-20569.845329257296,10821.1796875,-9748.665641757296,303.97962521455923,47.03661240911934,455
1990000,-20355.06613039518,10419.5283203125,-9935.537810082678,292.69676737553755,47.263023205986045,455
1995000,-20345.47483222191,10566.85546875,-9778.61936347191,296.8353597156771,47.14024831227387,455
2000000,-20249.043985627955,10695.15234375,-9553.891641877955,300.43936936203283,47.074138736057094,455
2005000,-20607.68892787627,10558.4375,-10049.251427876268,296.59888910345273,46.61360440229083,455
2010000,-20617.15910640887,10537.16015625,-10079.998950158872,296.00118356990936,46.61639508292097,455
2015000,-20550.91474529558,10681.041015625,-9869.87372967058,300.0429656095222,46.172923066885055,455
2020000,-20467.27623432163,10301.5986328125,-10165.67760150913,289.3839841815453,46.8675248127945,455
2025000,-20411.986196359037,10404.36328125,-10007.622915109037,292.2707636473204,47.517170042566455,455
2030000,-20418.427891379615,10505.517578125,-9912.910313254615,295.1123064495736,47.53770358468432,455
2035000,-20471.17986466689,10311.0927734375,-10160.08709122939,289.6506857235459,47.61160707668987,455
2040000,-20454.26614458213,10526.87109375,-9927.395050832129,295.7121517403971,47.398049937215,455
2045000,-20744.04116185919,10629.474609375,-10114.56655248419,298.59440479654137,46.901526554444764,455
2050000,-20724.337311218915,10419.716796875,-10304.620514343915,292.7020619031663,47.27006039398598,455
2055000,-20695.448187016795,10557.57421875,-10137.873968266795,296.57463852094617,46.750547347373086,455
2060000,-20400.04153587835,10523.90234375,-9876.13919212835,295.6287560720488,47.106721580323125,455
2065000,-20436.87422827733,10674.9619140625,-9761.912314214831,299.87219651890774,47.206940175603755,455
2070000,-20472.583066645937,10580.080078125,-9892.502988520937,297.20685449882586,46.702451549090895,455
2075000,-20281.32624741725,10673.826171875,-9607.500075542252,299.8402921892074,46.628912286163036,455
2080000,-20696.19375629707,10509.0263671875,-10187.16738910957,295.2108724483813,45.94613891527521,455
2085000,-20614.50609606209,10646.6123046875,-9967.89379137459,299.0758227517531,46.63929898161258,454
2090000,-20404.234266697997,10316.7607421875,-10087.473524510497,289.80990561140555,47.251596691866496,454
2095000,-20675.3864713348,10604.8349609375,-10070.551510397301,297.90224818203643,47.081073418423784,454
2100000,-20593.961341061397,10640.3056640625,-9953.655676998897,298.8986618220843,46.86698291899353,454
2105000,-20422.95644338125,10891.01171875,-9531.944724631248,305.94128885016704,47.07777090634249,454
2110000,-20116.68568749301,10702.828125,-9413.857562493009,300.65499105717015,47.387209946339134,454
2115000,-20567.070707595703,10638.208984375,-9928.861723220703,298.83976363131336,46.62889375533274,454
2120000,-20479.352513695194,10774.841796875,-9704.510716820194,302.67793953589967,47.119052613080534,454
2125000,-20323.844051924112,10597.9345703125,-9725.909481611612,297.708408118698,47.65426736058997,454
2130000,-20487.082336448366,10497.875,-9989.207336448366,294.89761746914814,46.872750657147535,454
2135000,-20662.876934162065,10628.21875,-10034.658184162065,298.5591262342072,46.214103947689196,454
2140000,-20731.631505082027,10321.884765625,-10409.746739457027,289.9538454376633,46.265484719003005,454
2145000,-20153.53780442923,10550.4912109375,-9603.04659349173,296.37566852669295,45.45105932658958,454
2150000,-20449.657457414563,10491.814453125,-9957.843004289563,294.72736960146085,46.26975869202458,454
2155000,-20428.3117227155,10429.6796875,-9998.632035215502,292.9819311822744,46.314239167092225,454
2160000,-20694.895471058044,10517.8857421875,-10177.009728870544,295.45974267971536,46.42674378264606,454
2165000,-20403.134865385146,10942.490234375,-9460.644631010146,307.38738071244023,46.332297487168034,454
2170000,-20415.84642181157,10358.404296875,-10057.44212493657,290.97972188948944,46.08339383840861,454
2175000,-20505.769061602434,10562.2890625,-9943.479999102434,296.7070840100203,46.19290290858215,454
2180000,-20358.165803717027,10561.2060546875,-9796.959749029527,296.67666105074466,45.638208558399285,454
2185000,-20629.876042955875,10448.873046875,-10181.002996080875,293.5210951512602,46.24386434389728,454
2190000,-20747.79755961767,10510.330078125,-10237.46748149267,295.2474952172119,46.73917721077637,454
2195000,-20810.790036574865,10572.9638671875,-10237.826169387365,297.00695178986075,47.14517352128143,454
2200000,-20417.49561729125,10539.7783203125,-9877.71729697875,296.0747308682125,46.22305389066109,454
2205000,-20493.04050453208,10624.669921875,-9868.37058265708,298.45943549118823,46.10523504792536,454
2210000,-20189.282609929345,10762.833984375,-9426.448625554345,302.34062600365945,46.281978540815665,454
2215000,-20721.187274275027,10601.71484375,-10119.472430525027,297.81460043191385,45.71201904874142,454
2220000,-20713.7447322331,10362.625,-10351.119732233099,291.09828638902934,46.40501207536558,454
2225000,-20724.236743594956,10966.583984375,-9757.652759219956,308.0642023997719,46.788550090301456,454
2230000,-20436.24131029856,10686.763671875,-9749.47763842356,300.20372173337773,46.7860260378774,454
2235000,-20650.308737044426,10818.80859375,-9831.500143294426,303.9130184110232,46.906225557996734,454
2240000,-20828.16759634466,10416.03125,-10412.136346344661,292.59853057015755,46.65117726846615,454
2245000,-20619.76130764562,10716.744140625,-9903.017167020618,301.04590825255264,45.87821647880946,454
2250000,-20697.239040508823,10617.0859375,-10080.153103008823,298.24639247790117,45.97516248190267,453
2255000,-20651.62285911008,10662.923828125,-9988.69903098508,299.53403257031266,46.288724447878536,453
2260000,-20720.188698837796,10869.8271484375,-9850.361550400296,305.3461894312595,46.449487277518074,453
2265000,-20661.10830528302,10699.431640625,-9961.676664658022,300.55957982871115,46.3908149195883,453
2270000,-20609.766921228394,10448.2373046875,-10161.529616540894,293.50323640780806,46.377306475629666,453
2275000,-20756.111013235903,10976.3603515625,-9779.750661673403,308.3388320168227,46.1506536525314,453
2280000,-20397.145753135963,10519.8837890625,-9877.261964073463,295.5158701591366,46.2407484831327,453
2285000,-20689.336059938025,10960.462890625,-9728.873169313025,307.8922536993749,46.22243519123151,453
2290000,-20511.44246705879,10826.12109375,-9685.32137330879,304.11843510990207,47.1883538043554,453
2295000,-20715.888565641842,10541.5712890625,-10174.317276579342,296.12509746264914,46.96488014305881,453
2300000,-20552.94901741309,10531.61328125,-10021.335736163091,295.8453653474691,47.1405113472638,453
2305000,-20590.56978158209,10665.892578125,-9924.67720345709,299.6174282386609,46.54538432240172,453
2310000,-20874.79969093333,10260.125,-10614.67469093333,288.21894120816296,45.72317437402158,453
2315000,-20579.76419082182,10420.6875,-10159.076690821821,292.7293300920933,46.64355111753055,453
2320000,-20423.107746192167,10721.6171875,-9701.490558692167,301.18279785290065,46.062699580488804,453
2325000,-20602.90278380846,10640.3427734375,-9962.560010370958,298.89970426793866,46.642750357871506,453
2330000,-20559.110218798698,10810.65625,-9748.453968798698,303.6840095164932,46.634406616068325,453
2335000,-20430.30025646332,10732.396484375,-9697.90377208832,301.4856009408046,47.34891958742523,453
2340000,-20389.35006580448,10510.70703125,-9878.64303455448,295.25808427246926,47.462464525491356,453
2345000,-20527.873877161546,10437.8056640625,-10090.068213099046,293.2101993915922,46.12122923626821,453
2350000,-20693.12371358603,10810.9775390625,-9882.146174523528,303.69303490296903,47.22304297091363,453
2355000,-20296.6979976438,10799.7646484375,-9496.933349206302,303.37805165824045,47.203688114372994,453
2360000,-20324.86124199946,10880.0888671875,-9444.77237481196,305.6344531427738,46.63017244946566,453
2365000,-20499.25646439851,10558.5498046875,-9940.70665971101,296.60204387380145,45.70200615921426,453
2370000,-20511.13657513846,10598.443359375,-9912.693215763458,297.7227006000169,46.70814197890787,453
2375000,-20362.414129566765,10627.6787109375,-9734.735418629265,298.54395590374776,46.58992335737534,453
2380000,-20784.34431823663,10414.1494140625,-10370.194904174132,292.54566759222763,46.308692908796914,453
2385000,-20468.140610299248,10377.314453125,-10090.826157174248,291.5109303506394,46.22361038870121,453
2390000,-20428.63072828467,10765.3359375,-9663.294790784668,302.41090880047136,47.119946765049384,453
2395000,-20386.379901897584,10544.44140625,-9841.938495647584,296.2057224196477,47.17793948546265,453
2400000,-20540.37149614749,10569.77734375,-9970.59415239749,296.9174386103146,47.342777191394234,453
2405000,-20359.9643125992,10486.4697265625,-9873.4945860367,294.5772299656483,47.765080354138256,453
2410000,-20783.08061642194,10724.4404296875,-10058.64018673444,301.2621060361884,46.068377213311905,453
2415000,-20411.957773844304,10570.607421875,-9841.350351969304,296.94075647810934,46.192485698181855,453
2420000,-20590.404248574545,10787.46875,-9802.935498574545,303.0326454542362,46.826196719723356,453
2425000,-20356.87825038527,10482.8662109375,-9874.01203944777,294.4760029866335,46.43632071292738,453
2430000,-20461.13039246347,10759.87109375,-9701.25929871347,302.257394932025,47.233842558176974,453
2435000,-20819.072614816294,10471.935546875,-10347.137067941294,294.1689478169552,46.72510778590042,453
2440000,-20686.989646658694,10934.216796875,-9752.772849783694,307.15497015249065,47.79344533616631,453
2445000,-20573.678015052094,10589.3427734375,-9984.335241614594,297.46705447062953,46.4940336982704,453
2450000,-20630.760128882786,10344.0703125,-10286.689816382786,290.5770634618527,46.797618084261366,452
2455000,-20607.591903643,10492.884765625,-10114.707138017999,294.75743593452324,46.13341435452641,452
2460000,-20795.584137371014,10913.552734375,-9882.031402996014,306.5744924083297,45.93965355179384,452
2465000,-20476.955608120334,10736.3701171875,-9740.585490932834,301.59722494557735,46.39890905899219,452
2470000,-20782.830422706364,10710.349609375,-10072.480813331364,300.86627837217617,46.35538483944764,452
2475000,-20661.886561906183,10526.193359375,-10135.693202531183,295.69311338716227,46.286509763407466,452
2480000,-20407.590043365984,10695.962890625,-9711.627152740984,300.4621385741148,46.07814443996118,452
2485000,-20528.493815108304,10409.12109375,-10119.372721358304,292.4044161789627,46.02261868804487,452
2490000,-20376.1930455376,10821.873046875,-9554.319998662599,303.9991024923643,46.892703039679965,452
2495000,-20443.64217996868,10540.921875,-9902.72030496868,296.106854660198,47.042192542566234,452
2500000,-20401.527821493277,10667.380859375,-9734.146962118277,299.65923580397765,45.306501800028954,452
2505000,-20768.582520564203,10463.5283203125,-10305.054200251703,293.9327789653729,46.10063201290938,452
2510000,-20600.966430701446,10882.791015625,-9718.175415076446,305.71035966064215,47.10514626683991,452
2515000,-20530.451137164797,10709.40625,-9821.044887164797,300.83977830124707,46.628881345747764,452
2520000,-20497.085535510254,10758.673828125,-9738.411707385254,302.2237623368293,46.90045663383818,452
2525000,-20820.87863117356,10601.7578125,-10219.12081867356,297.81580747448197,46.74712278716104,452
2530000,-20643.59220771196,10443.822265625,-10199.769942086961,293.37921278392565,47.72811532431052,452
2535000,-20629.390091402805,10779.947265625,-9849.442825777805,302.82135813923014,45.67360194677064,452
2540000,-20549.405342352606,10849.5546875,-9699.850654852606,304.7767122341405,46.93694766708435,452
2545000,-20766.830597365624,10393.595703125,-10373.234894240624,291.9682897528441,47.25890888004092,452
2550000,-20426.85156947776,10765.3427734375,-9661.50879604026,302.41110082997085,47.42031281839206,452
2555000,-20766.91945309374,10462.318359375,-10304.601093718738,293.89878974396385,46.807380097824506,452
2560000,-20847.878144872666,10477.12109375,-10370.757051122666,294.3146159087082,47.34558276121157,452
2565000,-20259.49476383005,10997.994140625,-9261.500623205051,308.94655051712505,46.4571569980926,452
2570000,-20660.56712844048,10663.7890625,-9996.778065940482,299.5583380183905,46.20171218038929,452
2575000,-20639.911609042494,10645.0869140625,-9994.824694979994,299.03297274058207,47.01415015071533,452
2580000,-21043.451973144227,10589.248046875,-10454.203926269227,297.46439349042237,46.34895499396767,452
2585000,-20776.69165871796,10659.4091796875,-10117.282479030458,299.4353019747911,46.513422266532245,452
2590000,-20478.47097975164,10699.6484375,-9778.82254225164,300.5656699071235,46.68355907186509,452
2595000,-20487.023108141744,10761.8818359375,-9725.141272204244,302.3138790376596,46.45492018581854,452
2600000,-20388.556913635824,10630.4306640625,-9758.126249573324,298.6212614936838,46.92024440552074,452
2605000,-20653.122506082334,10581.5087890625,-10071.613717019834,297.24698866421846,46.210937863817044,452
2610000,-20652.4105080967,10470.998046875,-10181.412461221698,294.14261234274,47.01967658482119,452
2615000,-20797.51823092658,10613.044921875,-10184.47330905158,298.13287561091926,46.74586794870499,452
2620000,-20483.178468923332,10616.9150390625,-9866.263429860832,298.24159174041404,47.340042571535434,452
2625000,-20296.54436447895,10533.466796875,-9763.077567603948,295.89743277461554,46.8520109395794,452
2630000,-20755.52136955739,10455.724609375,-10299.796760182391,293.71356357531664,46.103691695881075,452
2635000,-20471.06364553934,10526.6484375,-9944.41520803934,295.70589706527096,46.84027711625274,452
2640000,-20711.436591163598,10689.9296875,-10021.506903663598,300.2926588244255,46.569225028076,452
2645000,-20650.709098051288,10637.8642578125,-10012.844840238788,298.8300798579821,46.00430545259042,452
2650000,-20433.84684709669,10699.14453125,-9734.70231584669,300.5515145897328,45.93804613411629,452
2655000,-20918.631788919694,10521.779296875,-10396.852492044694,295.5691171960655,46.15656381480243,452
2660000,-20702.07758704167,10675.998046875,-10026.07954016667,299.90130270447276,45.93256417961139,452
2665000,-20724.135952317738,10574.330078125,-10149.805874192738,297.04533025697236,46.074770997523714,452
2670000,-20691.853424144487,10512.736328125,-10179.117096019487,295.315089601031,46.03142012296891,452
2675000,-20904.83398889641,10696.4091796875,-10208.424809208911,300.47467535715265,45.85104282824503,452
2680000,-20532.359085790013,10804.0234375,-9728.335648290013,303.4976860364203,45.82110388030368,452
2685000,-20498.982218480814,10628.7666015625,-9870.215616918314,298.57451602695176,46.454281951151664,452
2690000,-20885.45849476228,10729.580078125,-10155.878416637279,301.4064847870163,46.11553489487982,452
2695000,-20474.37835006595,10582.015625,-9892.362725065948,297.261226279966,45.958347492264906,452
2700000,-20825.660433086887,10667.421875,-10158.238558086887,299.6603879809746,45.74053583488969,451
2705000,-20567.207746204644,10641.384765625,-9925.822980579644,298.9289750502175,45.829975913356435,451
2710000,-20739.09883729767,10646.9228515625,-10092.175985735172,299.0845463775869,46.11884120362813,451
2715000,-20364.20035688876,10912.7666015625,-9451.43375532626,306.5524090158888,46.6391647655021,451
2720000,-20587.886560365718,10656.0830078125,-9931.803552553218,299.3418659068983,46.165507273033704,451
2725000,-20911.667332783836,10729.1611328125,-10182.506199971336,301.3947161219764,46.001421976238326,451
2730000,-20809.19709159607,10557.6455078125,-10251.55158378357,296.576641114298,46.34362712183994,451
2735000,-20387.093313763675,10647.1279296875,-9739.965384076175,299.09030726257146,46.04143072564474,451
2740000,-20501.067293419255,10716.12109375,-9784.946199669255,301.0284061353138,45.482698493649075,451
2745000,-20351.397135172476,10596.607421875,-9754.789713297476,297.671126963012,46.10185915685937,451
2750000,-20398.6714398053,10778.78125,-9619.8901898053,302.7886033931749,45.59869040666326,451
2755000,-20690.795142423827,10750.033203125,-9940.761939298827,301.9810370494788,45.67752556468837,451
2760000,-20935.452816480174,10447.013671875,-10488.439144605174,293.4688631274,45.63578371511411,451
2765000,-20501.0261413743,10751.8408203125,-9749.1853210618,302.03181513570007,46.41496445563318,451
2770000,-20703.68796918739,10565.447265625,-10138.240703562391,296.79580163878296,45.940570509207625,451
2775000,-20428.530936601892,10909.3828125,-9519.148124101892,306.4573544136432,46.429304298352505,451
2780000,-20482.79171876461,10367.49609375,-10115.295625014609,291.235121123806,45.23774723388678,451
2785000,-20744.254898650805,10744.048828125,-10000.206070525805,301.8129289390715,45.877564833046584,451
2790000,-20517.489777155686,10563.7412109375,-9953.748566218186,296.74787656226835,46.242155387490435,451
2795000,-20684.207278864007,10701.86328125,-9982.343997614007,300.6278874649569,45.907785963207864,451
2800000,-20840.468770521475,10756.4443359375,-10084.024434583975,302.16113328721116,46.26381984353709,451
2805000,-20505.202984254458,10598.474609375,-9906.728374879458,297.72357844915734,46.35592328534107,451
2810000,-20533.311976960205,10654.51953125,-9878.792445710205,299.29794601708727,46.65862466133965,451
2815000,-20486.986951811326,10502.869140625,-9984.117811186326,295.03790873491556,46.76581556174109,451
2820000,-20729.06690014535,10716.6220703125,-10012.44482983285,301.0424791543475,46.63062894525901,451
2825000,-20518.75767853312,10349.2236328125,-10169.534045720618,290.72182627167956,46.0423102381538,451
2830000,-20943.36211105298,10682.583984375,-10260.778126677978,300.0863094108348,46.794360743719565,451
2835000,-20598.319458676517,10655.8427734375,-9942.476685239017,299.33511744163064,47.050471928952035,451
2840000,-20569.738069606217,10835.2607421875,-9734.477327418717,304.3751785507151,46.41150280044065,451
2845000,-20460.58210438509,10592.185546875,-9868.396557510088,297.5469113096301,46.545785622775426,451
2850000,-20716.519102745253,10693.619140625,-10022.899962120253,300.39629988857666,46.60341228286978,451
2855000,-20732.890373088638,10844.1083984375,-9888.781974651138,304.6237195886214,47.33402282017107,451
2860000,-20759.34282731956,10707.9580078125,-10051.38481950706,300.79909548014166,46.44543969493707,451
2865000,-20683.15791548707,10787.796875,-9895.36104048707,303.0418628702115,47.06595549975294,451
2870000,-20731.613276955555,10600.4716796875,-10131.141597268055,297.77967849579295,46.737148403714684,451
2875000,-20589.11565702007,10400.001953125,-10189.11370389507,292.1482488266482,47.803132254018074,451
2880000,-20458.608540794536,10647.408203125,-9811.200337669536,299.09818047205044,46.270584048127645,451
2885000,-20683.89178103408,10660.900390625,-10022.991390409079,299.47719183846476,46.21337978379311,451
2890000,-20768.419811234227,10734.80078125,-10033.619029984227,301.5531404590525,46.20166697038848,451
2895000,-20894.029869501363,10437.68359375,-10456.346275751363,293.2067702933871,46.555597599869294,451
2900000,-20786.20633759958,10642.2900390625,-10143.916298537079,298.9544052425066,46.41356207078314,451
2905000,-20745.461299159608,10407.900390625,-10337.560908534608,292.37012519691166,46.31146065380213,451
2910000,-20473.43818576538,10811.7763671875,-9661.661818577879,303.71547492162324,45.81613705787328,451
2915000,-20484.411887656228,10729.609375,-9754.802512656228,301.40730777058553,45.71237508213316,451
2920000,-20873.226645906427,10717.1572265625,-10156.069419343927,301.05751232087874,45.44745558696097,451
2925000,-20686.607113334598,10872.421875,-9814.185238334598,305.41907834270734,46.7655722623074,451
2930000,-20768.65202333902,10777.9423828125,-9990.709640526518,302.76503863030945,45.96321445295762,451
2935000,-20645.49605614155,10277.3310546875,-10368.16500145405,288.70227945836956,45.97457425069568,451
2940000,-20674.18788635428,10723.08203125,-9951.10585510428,301.2239470313619,45.03279600589428,451
2945000,-20649.842249747075,10532.0615234375,-10117.780726309575,295.8579569960783,45.47595439648453,451
2950000,-20400.648755734743,10646.494140625,-9754.154615109743,299.07250338469055,46.348524073295344,451
2955000,-20369.815704502937,10775.6650390625,-9594.150665440437,302.70106537419497,46.457578835546705,451
2960000,-20895.255859585508,10458.6826171875,-10436.573242398008,293.79665748302284,45.80982697393516,451
