#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
445000,-19549.082864694778,10824.6689453125,-8724.413919382278,304.0776425576541,80.51992665357393,470
450000,-19423.647686145632,10852.8740234375,-8570.773662708132,304.8699562725339,79.55282535125815,470
455000,-19293.54082716687,10714.927734375,-8578.613092791871,300.9948832712606,80.70893003022711,469
460000,-19269.345384469707,10400.0234375,-8869.321946969707,292.14885234793235,80.55337550149159,469
465000,-19213.49646971881,10655.5458984375,-8557.950571281312,299.3267778747958,82.36374051680752,469
470000,-19109.092910587555,10564.3994140625,-8544.693496525055,296.7663662597903,82.09416884916692,469
475000,-19287.90178791083,10561.9091796875,-8725.992608223329,296.69641265640604,83.64186297256718,469
480000,-19540.461092318452,10987.31640625,-8553.144686068452,308.64660043892775,83.18784503853377,469
485000,-19245.19123672956,10525.7119140625,-8719.479322667059,295.67958902384134,85.3921501051934,469
490000,-18941.634457481487,10862.9111328125,-8078.723324668987,305.1519104433508,83.36092329299346,469
495000,-19178.6027322266,10479.5810546875,-8699.021677539102,294.3837190957376,82.64642650210611,468
500000,-19309.822337872814,10461.2421875,-8848.580150372814,293.8685588141876,81.83325500303462,468
505000,-19346.153453027306,10651.0517578125,-8695.101695214806,299.20053219527654,80.89958033187528,468
510000,-19485.37352898148,10639.7412109375,-8845.63231804398,298.8828056719839,81.06201948259805,468
515000,-19502.485646287605,10726.0185546875,-8776.467091600105,301.3064374177841,81.68420955901719,468
520000,-19209.95711016291,10832.85546875,-8377.101641412912,304.30761159968154,81.51138525245668,468
525000,-19360.701896601735,10465.6689453125,-8895.032951289235,293.9929116314977,81.13660897738318,468
530000,-19499.196273229813,10802.9921875,-8696.204085729813,303.4687170147836,80.96260672092669,468
535000,-19379.335281571955,10412.4287109375,-8966.906570634455,292.4973310239284,82.35448796677255,468
540000,-19122.26459850531,10647.6630859375,-8474.60151256781,299.1053404291027,82.75318182066677,467
545000,-19637.128407373035,10998.291015625,-8638.837391748035,308.95489008395987,82.65990058836809,467
550000,-19668.598205134957,10523.5107421875,-9145.087462947457,295.61775552500677,79.9342277438462,467
555000,-19414.509524667053,10454.1796875,-8960.329837167053,293.6701649084328,82.65400894533569,467
560000,-19478.033679666318,10698.771484375,-8779.262195291318,300.54103526561795,83.44018454866831,467
565000,-19168.031297290887,10467.59765625,-8700.433641040887,294.04709138313837,83.2346297998672,467
570000,-19239.897361829586,10537.779296875,-8702.118064954586,296.01857595600563,81.23401384997236,467
575000,-19187.709900617832,10420.501953125,-8767.207947492832,292.72411786282146,81.05811517060586,467
580000,-19361.361384390984,10385.05078125,-8976.310603140984,291.72825287848644,80.90108672520479,467
585000,-19528.957587638375,10416.189453125,-9112.768134513375,292.6029746814314,82.11150054068678,467
590000,-19255.670947158273,10612.70703125,-8642.963915908273,298.1233838670875,80.91248027235362,467
595000,-19373.064880016653,10583.06640625,-8789.998473766653,297.2907439573156,80.16861349246646,467
600000,-19167.786725727085,10557.5302734375,-8610.256452289585,296.5734040455923,81.75125612850464,467
605000,-19248.00889694193,10754.412109375,-8493.59678756693,302.1040456602925,80.8944570513563,467
610000,-19496.350621693986,10806.533203125,-8689.817418568986,303.5681882955174,80.27391565948854,466
615000,-19212.79816409656,10545.154296875,-8667.643867221559,296.22574835316556,77.91383536875443,466
620000,-19209.827852210423,10753.3232421875,-8456.504610022923,302.073458104303,78.77061498995225,466
625000,-19221.133133051277,10617.134765625,-8603.998367426277,298.24776411718324,80.00554451515353,466
630000,-19743.98973903907,10842.845703125,-8901.144035914069,304.58824899678774,78.00266375767353,466
635000,-19458.18781712724,10386.255859375,-9071.93195775224,291.7621049359673,79.29732634912494,466
640000,-19594.378833356663,10397.51171875,-9196.867114606663,292.078295223264,79.78150809003101,466
645000,-19559.567452231233,10543.05078125,-9016.516670981233,296.1666581328951,79.75987368720476,466
650000,-19492.192451625728,10625.2890625,-8866.903389125728,298.47682787728456,78.87933140931194,466
655000,-19541.807798630703,10514.5439453125,-9027.263853318203,295.36586768725226,79.868204814927,466
660000,-19547.703018270346,10531.93359375,-9015.769424520346,295.8543633011593,79.51802236471669,466
665000,-19368.17405138693,10182.578125,-9185.59592638693,286.0405585659922,80.99263104780566,466
670000,-19158.067003359916,10900.248046875,-8257.818956484916,306.2007481367585,81.09258215980358,466
675000,-19414.975046214066,10765.998046875,-8648.976999339066,302.4295082291359,80.53151737790452,465
680000,-19319.97696498905,10724.888671875,-8595.088293114051,301.27469768479756,79.85511595330438,465
685000,-19500.707039576766,10878.35546875,-8622.351570826766,305.5857599482613,81.26047244604239,465
690000,-19426.438196610616,10391.3046875,-9035.133509110616,291.9039324377306,80.981273195616,465
695000,-19717.76013253891,10384.365234375,-9333.394898163911,291.70899506296655,80.7521367425059,465
700000,-19720.52331328574,10437.6064453125,-9282.91686797324,293.20460310332146,80.71967722449509,465
705000,-19472.73118785763,10516.587890625,-8956.14329723263,295.4232845075986,80.4186966835196,465
710000,-19274.29329333405,10421.443359375,-8852.849933959049,292.7505630681793,81.49878686263004,465
715000,-19338.108190528772,10774.4296875,-8563.678503028772,302.6663629003592,79.43256554469387,465
720000,-19518.671757393124,10331.8837890625,-9186.787968330624,290.23472972984024,79.82126057083426,465
725000,-19546.17285216786,10518.6015625,-9027.57128966786,295.4798509115901,79.57336902300312,465
730000,-19625.12021096055,10720.70703125,-8904.413179710551,301.1572304966833,79.50797661739088,465
735000,-19392.56955881155,10720.0732421875,-8672.496316624049,301.13942661880236,79.78156309882317,465
740000,-19225.01539754527,10425.240234375,-8799.77516317027,292.85722173875104,80.38240529849189,465
745000,-19531.81611125081,10646.4453125,-8885.37079875081,299.0711317454085,80.25428106160018,464
750000,-19470.290027891533,10262.83203125,-9207.457996641533,288.2949848899595,80.32739433876196,464
755000,-19470.598514201163,10723.06640625,-8747.532107951163,301.22350810679166,78.74578820023213,464
760000,-19923.149785684713,10600.357421875,-9322.792363809713,297.77646885987303,77.9007270241118,464
765000,-19660.385561882606,10646.7666015625,-9013.618960320106,299.08015713188433,79.58019157868779,464
770000,-19506.077485902148,10474.5625,-9031.514985902148,294.24274201032915,80.26151077072787,464
775000,-19541.867169631892,10365.962890625,-9175.904279006892,291.1920516503498,78.86506350788501,464
780000,-19614.602685302758,10679.552734375,-8935.049950927758,300.0011580442055,80.56307315892727,464
785000,-19292.249547158557,10866.984375,-8425.265172158557,305.2663325922589,79.09300652836116,464
790000,-19521.613666192396,10598.314453125,-8923.299213067396,297.7190794723123,78.74477091775034,464
795000,-19612.892905111134,10694.630859375,-8918.262045736134,300.42472025450064,80.03070038140959,464
800000,-19487.669143685358,10482.44140625,-9005.227737435358,294.4640697248798,78.0704073555894,464
805000,-19369.78758040542,10508.97265625,-8860.81492415542,295.2093636451711,78.93772389228772,464
810000,-19254.191757118853,10280.5927734375,-8973.598983681353,288.79390496241007,78.99793729292405,464
815000,-19447.949593549638,10568.6904296875,-8879.259163862138,296.8869059198963,78.94695220207227,464
820000,-19206.246290871364,10823.376953125,-8382.869337746364,304.04134898225124,78.89413431452698,464
825000,-19500.738245211498,10629.85546875,-8870.882776461498,298.6051035829413,78.77255520719292,464
830000,-19256.402564827236,10433.3779296875,-8823.024635139736,293.0858191414965,80.17048892692063,463
835000,-19409.46014787139,10783.7021484375,-8625.757999433888,302.92683720001935,79.51325068000342,463
840000,-19798.786022129512,10467.3017578125,-9331.484264317012,294.0387792490892,77.77061215836602,463
845000,-19477.304976701722,10416.529296875,-9060.775679826722,292.6125212908344,76.5739085537592,463
850000,-19666.91501876508,10923.31640625,-8743.598612515081,306.84876539916723,76.3731428842348,463
855000,-19462.147414626394,10578.935546875,-8883.211867751394,297.1747032740547,77.24448151759412,463
860000,-19212.01688217261,10430.888671875,-8781.128210297611,293.0158929708979,77.15924248422881,463
865000,-19752.73030650786,10641.103515625,-9111.62679088286,298.9210744079529,76.41155377001766,463
870000,-19664.998222873415,10582.7529296875,-9082.245293185915,297.2819380331249,77.83205271893809,463
875000,-19583.72098954134,10492.9931640625,-9090.72782547884,294.76048097372944,78.25385231254478,463
880000,-19108.680236994318,10999.205078125,-8109.475158869318,308.9805671713197,77.5519832456478,463
885000,-19015.268366858116,10730.525390625,-8284.742976233116,301.4330397235167,77.50457049781322,463
890000,-19406.018818319368,10688.3642578125,-8717.654560506868,300.2486840690431,78.36981117175672,463
895000,-19548.375353653668,10927.556640625,-8620.818713028668,306.96787855441994,78.23050799600688,463
900000,-19300.738961781142,10359.37890625,-8941.360055531142,291.00709980955907,78.1571054945579,463
905000,-19382.611251682625,10451.04296875,-8931.568282932625,293.5820508009543,78.6879968038701,463
910000,-19498.15447449153,10515.53125,-8982.62322449153,295.39360223353515,77.95263005089103,462
915000,-19543.65283979787,10866.673828125,-8676.97901167287,305.2576089664251,78.47222901661665,462
920000,-19687.810866193206,10629.6025390625,-9058.208327130706,298.5979984914604,81.83633911159814,462
925000,-19183.594708390607,10829.2998046875,-8354.294903703107,304.2077288271631,81.8653614022095,462
930000,-19526.80493845143,10958.9228515625,-8567.88208688893,307.8489921964192,78.8279783939772,462
935000,-19262.085337201832,10516.27734375,-8745.807993451832,295.4145608817648,80.68651917668231,462
940000,-19520.295648600353,10393.42578125,-9126.869867350353,291.96351644814257,80.49673070109398,462
945000,-19358.361838947734,10551.935546875,-8806.426292072734,296.4162416166558,79.5925057863692,462
950000,-19676.738353388777,10975.27734375,-8701.461009638777,308.30840905754695,80.45820426764665,462
955000,-19640.12892037515,10593.78125,-9046.347670375151,297.5917364813673,81.11659022852257,462
960000,-19427.79151392092,10546.51171875,-8881.279795170922,296.26387992520637,80.5669009190735,462
965000,-19548.79173054057,10547.0859375,-9001.705793040572,296.2800104031632,80.18044515887308,462
970000,-19608.885093473786,10379.859375,-9229.025718473786,291.5824201900195,79.57454902312047,462
975000,-19880.37512681895,10855.12109375,-9025.254033068952,304.93307911229357,79.3011577336184,462
980000,-19788.93614373362,10220.0703125,-9568.86583123362,287.09375807231675,78.75591404457168,462
985000,-20017.651659327283,10361.328125,-9656.323534327283,291.06185564969826,78.37593143252927,462
990000,-19533.214185655073,10872.056640625,-8661.157545030073,305.40881848087764,79.61017803857251,462
995000,-19839.661997746705,10318.68359375,-9520.978403996705,289.86392076633246,77.74589683617195,462
1000000,-19393.15393994366,10576.6455078125,-8816.508432131159,297.11037339172685,78.83562726348664,462
1005000,-19510.973048002663,10575.6533203125,-8935.319727690163,297.08250168151574,79.34412926467749,462
1010000,-19625.70117323975,10454.689453125,-9171.011720114751,293.68448482253734,78.62319133973601,462
1015000,-19259.582880631177,10368.107421875,-8891.475458756177,291.2522940476172,79.71714517043695,462
1020000,-19552.009892615693,10603.111328125,-8948.898564490693,297.85382931538027,77.80709783219915,462
1025000,-19615.365124399992,10496.29296875,-9119.072155649992,294.85317635640996,78.03532045625244,461
1030000,-19573.464532573445,10727.82421875,-8845.640313823445,301.35716063843404,79.17953473517919,461
1035000,-19481.97679030191,10570.25390625,-8911.72288405191,296.93082580970736,78.68028919565148,461
1040000,-19385.255457249456,10167.3095703125,-9217.945886936956,285.61164696249716,79.32217261442331,461
1045000,-19521.85768865983,10778.0068359375,-8743.850852722331,302.76684919416175,77.03831141421334,461
1050000,-19508.45575815985,10433.2265625,-9075.22919565985,293.08156705972215,76.98593813530272,461
1055000,-19458.10501978184,10654.4287109375,-8803.67630884434,299.2953947680227,76.71688855766209,461
1060000,-19596.99309398883,10811.3046875,-8785.688406488829,303.7022248861587,78.81918361439432,461
1065000,-19620.2918118526,10443.62109375,-9176.6707181026,293.3735616300836,80.56418643262694,461
1070000,-19294.52645556566,10856.900390625,-8437.626064940661,304.9830616477312,78.94177931290756,461
1075000,-19748.28041323622,10588.693359375,-9159.587053861222,297.4488116681784,77.46500518672124,461
1080000,-19647.66246969618,10899.7734375,-8747.88903219618,306.187415802937,78.6520292603627,461
1085000,-19926.39983601989,10615.359375,-9311.04046101989,298.19789131288815,77.89727571755958,461
1090000,-19645.888898190635,10682.61328125,-8963.275616940635,300.08713239440397,79.03202506805918,461
1095000,-19781.36028262561,10475.142578125,-9306.21770450061,294.2590370849998,77.71636313708044,461
1100000,-19470.95431082658,10625.16015625,-8845.794154576579,298.47320674958,77.319276120762,461
1105000,-19451.139520599914,10511.1904296875,-8939.949090912414,295.2716635013615,78.36796495134614,461
1110000,-19557.17949267692,10863.5361328125,-8693.643359864422,305.16946742616096,78.36470006770521,461
1115000,-19783.783966610645,10429.24609375,-9354.537872860645,292.9697510254499,79.33362849857596,461
1120000,-19678.781422491113,10362.375,-9316.406422491113,291.0912635959053,78.62548551397062,461
1125000,-19674.657108600004,10382.529296875,-9292.127811725004,291.6574214259617,78.26275020481101,461
1130000,-19381.959948717806,10868.912109375,-8513.047839342806,305.320484911114,78.93406045672643,461
1135000,-19725.78730212056,10622.736328125,-9103.05097399556,298.4051185756193,79.517705634851,461
1140000,-19516.7697469728,10558.86328125,-8957.906465722801,296.61084979799216,76.21735088178194,460
1145000,-19675.095020165885,10892.095703125,-8782.999317040885,305.9717392422284,76.32466252487006,460
1150000,-19331.180169124767,10905.4052734375,-8425.774895687267,306.34562067772794,77.40353024781135,460
1155000,-19532.279155472745,10517.251953125,-9015.027202347745,295.4419388018344,79.1015801950515,460
1160000,-19841.897033432528,10695.083984375,-9146.813049057528,300.437449067038,78.65481816045776,460
1165000,-19427.805983995277,10755.529296875,-8672.276687120277,302.13542876706566,78.54969938145287,460
1170000,-19474.060716189662,10139.1953125,-9334.865403689662,284.82188449668195,77.47551130796433,460
1175000,-19868.48542325737,10731.1650390625,-9137.32038419487,301.4510081981114,77.92948108836781,460
1180000,-19548.35273804507,10860.08203125,-8688.270706795069,305.0724376633492,74.5850955756383,460
1185000,-19768.083265582987,10672.78125,-9095.302015582987,299.81093910857163,76.02207208029304,460
1190000,-19359.745166595705,10196.271484375,-9163.473682220705,286.42522108624865,77.30618426687991,460
1195000,-19684.05164243726,10581.546875,-9102.504767437262,297.2480585428585,76.67966010221355,460
1200000,-19708.567938324326,10517.767578125,-9190.800360199326,295.4564233126528,78.93150318456496,460
1205000,-19689.824255842774,10578.423828125,-9111.400427717774,297.1603284943789,78.59165241255312,460
1210000,-19923.900047907548,10480.4072265625,-9443.492821345048,294.4069272323898,78.2204193483429,460
1215000,-19526.53848129601,10525.1875,-9001.350981296011,295.6648576179522,79.18281240808489,460
1220000,-19800.93589434809,10727.318359375,-9073.617534973091,301.342950455472,77.19422268105608,460
1225000,-19637.264751047755,10722.525390625,-8914.739360422755,301.2083103435466,77.73899112692396,460
1230000,-19540.934356131213,10560.08203125,-8980.852324881213,296.64508591447196,78.33452239620942,460
1235000,-19723.722605726594,10509.48046875,-9214.242136976594,295.2236286937043,76.58529404823514,460
1240000,-20172.44949171519,10806.0625,-9366.38699171519,303.55496569283844,76.54723052246474,460
1245000,-19500.961516785334,10905.6171875,-8595.344329285334,306.351573592212,78.1101174957275,460
1250000,-19667.27703408942,10540.76953125,-9126.50750283942,296.10257514563796,76.42641336880067,460
1255000,-19754.86900276535,10779.63671875,-8975.23228401535,302.81263451339635,76.50469966675628,460
1260000,-19665.620059009423,10342.52734375,-9323.092715259423,290.5337196605401,76.68558012214432,460
1265000,-19482.15655585815,10487.404296875,-8994.75225898315,294.6034831415067,75.61390052596497,460
1270000,-19624.22986238658,10602.146484375,-9022.083378011579,297.8267257231671,75.79220268046839,460
1275000,-19959.430639193815,10397.5263671875,-9561.904272006315,292.0787067150486,75.68079787191951,460
1280000,-19695.488620808523,10297.9765625,-9397.512058308523,289.28223597960334,74.70420863363027,460
1285000,-19638.388436798283,10642.4296875,-8995.958749298283,298.9583281308532,75.82863446756376,460
1290000,-19288.02970512866,10605.3203125,-8682.709392628662,297.91588227649993,77.30048621424345,460
1295000,-19973.534180575414,10720.552734375,-9252.981446200414,301.15289611655203,76.8645055340034,460
1300000,-19693.54330001134,10833.416015625,-8860.12728438634,304.3233580186394,75.04722818741763,460
1305000,-19780.338498310797,10553.458984375,-9226.879513935797,296.45903676225555,75.23097851596937,460
1310000,-19690.05661320583,10509.8564453125,-9180.20016789333,295.234190316176,73.9921742112294,460
1315000,-19913.337619122176,10693.24609375,-9220.091525372176,300.3858205644619,74.45509773659938,460
1320000,-19479.199345070767,10467.634765625,-9011.564579445767,294.0481338289928,74.32546748332916,459
1325000,-19521.739257234934,10366.8203125,-9154.918944734934,291.2161376361425,76.95364801751673,459
1330000,-19571.625380395155,10590.3046875,-8981.320692895155,297.49407576448584,76.52855718821347,459
1335000,-19840.725036794684,10736.1943359375,-9104.530700857184,301.592287044162,74.20566108182616,459
1340000,-19844.9118313957,10453.45703125,-9391.4548001457,293.6498646470585,73.35501771982271,459
1345000,-20008.264737698337,10563.1171875,-9445.147550198337,296.73034701224384,71.47748076937071,459
1350000,-19703.744766094474,10521.69140625,-9182.053359844474,295.56664824535784,71.72953541756344,459
1355000,-20090.992135845838,10797.314453125,-9293.677682720838,303.3092227990675,69.69396421119438,459
1360000,-19445.371974009162,10847.21875,-8598.153224009162,304.71109301088757,69.99504923831898,459
1365000,-19472.370952869052,10540.1142578125,-8932.256695056552,296.08416774647293,70.18214892171264,459
1370000,-20256.54851134814,10671.986328125,-9584.56218322314,299.78860882106,70.63043156786256,459
1375000,-19865.597857599438,10580.4765625,-9285.121295099438,297.2179922097961,69.07816014160635,459
1380000,-19827.36360238254,10516.998046875,-9310.365555507538,295.4348062775678,68.28015624513945,459
1385000,-19907.204433297695,10174.3388671875,-9732.865566110195,285.80910815354014,66.89362317473721,459
1390000,-20091.60810947405,10672.02734375,-9419.580765724051,299.7897609980569,68.45465453426574,459
1395000,-19890.048177392076,10627.96484375,-9262.083333642076,298.5519937099406,67.57890199785184,459
1400000,-19829.130585850115,10715.0625,-9114.068085850115,300.99866899567905,66.95609346225022,459
1405000,-19784.327963864882,10804.3359375,-8979.992026364882,303.5064645278254,67.29866915149202,459
1410000,-19676.643895892863,10459.9443359375,-9216.699559955363,293.8321006420709,67.98365419746898,459
1415000,-19795.71939291997,10768.5009765625,-9027.218416357471,302.49981845873344,67.66263656730837,459
1420000,-19729.57413598297,10521.92578125,-9207.64835473297,295.5732321139117,66.83393372787678,459
1425000,-19727.458550269177,10499.1142578125,-9228.344292456677,294.9324296741264,66.17083702382756,459
1430000,-19899.473595508316,10283.2744140625,-9616.199181445816,288.86923539177997,67.18932722795864,459
1435000,-20029.67070883933,10692.1259765625,-9337.54473227683,300.35435515933176,65.39146241045397,459
1440000,-19774.123899881553,10430.470703125,-9343.653196756553,293.0041517386436,65.83902899553458,459
1445000,-20068.67266184796,10533.17578125,-9535.496880597959,295.88925780449455,64.8975717935898,459
1450000,-19883.15562050903,10779.2392578125,-9103.916362696531,302.80146936964053,64.23388237638254,459
1455000,-19836.280501295856,10579.85546875,-9256.425032545856,297.20054495812843,65.75024240418821,459
1460000,-20373.919370046395,10475.3984375,-9898.520932546395,294.26622447483777,62.706831705079914,459
1465000,-20074.33712218456,10597.6484375,-9476.68868468456,297.7003703125052,62.89922671599527,459
1470000,-19735.117710708204,10602.763671875,-9132.354038833204,297.8440632436921,62.67903120133014,459
1475000,-20194.08014654751,10651.5908203125,-9542.489326235009,299.2156750929503,60.78378306782505,459
1480000,-20199.917736679738,10351.0380859375,-9848.879650742238,290.7727963874003,60.666329210099214,459
1485000,-20503.751923917458,10468.73828125,-10035.013642667458,294.07913287676695,60.85386973667795,459
