#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
495000,-1142.127675434589,10479.376953125,9337.249277690411,294.3779856435387,1387.4431731745321,464
500000,-1084.4464151568245,10195.87109375,9111.424678593175,286.41397364413587,1387.6226240971498,464
505000,-754.2999801177939,10768.490234375,10014.190254257206,302.4995166980914,1387.4574674059716,464
510000,-1173.4773098017467,10638.9140625,9465.436752698253,298.8595701025461,1387.7113799621993,464
515000,-1388.2039155961247,10760.60546875,9372.401553153875,302.2780243868269,1386.9798698209527,464
520000,-1111.335177674715,10642.529296875,9531.194119200285,298.9611262749886,1388.110885733956,465
525000,-1132.419518021823,10543.1875,9410.767981978177,296.1704987228848,1387.6592003711453,465
530000,-1063.5446305668884,10698.58984375,9635.045213183112,300.53593276748876,1387.245974934817,465
535000,-937.5491060724016,10615.9208984375,9678.371792365098,298.21366516463166,1387.103216079462,465
540000,-1194.0942786470405,10511.353515625,9317.25923697796,295.2762447765635,1387.441448265203,465
545000,-969.6800886444689,10681.1943359375,9711.514247293031,300.0472725568678,1387.4432363066694,465
550000,-841.7105523669743,10567.0458984375,9725.335346070526,296.84070910887704,1387.312086052338,465
555000,-1047.1170525431808,10565.4609375,9518.34388495682,296.79618569778194,1386.8983824238153,465
560000,-678.966371336559,10667.6923828125,9988.726011475941,299.66798686259705,1386.7390318071236,465
565000,-992.946075931075,10689.16015625,9696.214080318925,300.2710417893404,1385.9669879200774,465
570000,-1087.1585252154473,10534.41796875,9447.259443534553,295.9241523078298,1386.5855912877025,465
575000,-1058.862161004843,10574.14453125,9515.282370245157,297.0401180277006,1386.1024613266377,466
580000,-1160.1789532960101,10843.705078125,9683.52612482899,304.6123898481517,1387.062798461929,466
585000,-1071.3800847201055,10596.3046875,9524.924602779894,297.66262279946335,1386.6986977685006,465
590000,-880.8053422666999,10617.6181640625,9736.8128217958,298.26134334607553,1385.5882997005417,465
595000,-1059.5647232612973,10397.576171875,9338.011448613703,292.0801057871163,1386.321462107594,466
600000,-1399.700735441933,10428.08203125,9028.381295808067,292.937051144966,1386.313965771977,466
605000,-1071.791773674253,10492.681640625,9420.889866950747,294.75172991510993,1386.5637679820668,466
610000,-1125.4835878106387,10843.1328125,9717.649224689361,304.59631423576616,1385.9118861710294,466
615000,-1107.6812707115605,10579.4296875,9471.74841678844,297.188584263589,1385.0232455234968,466
620000,-1085.8387386666,10817.142578125,9731.3038394584,303.8662180787199,1386.2623895628794,466
625000,-1071.6477272975462,10646.1279296875,9574.480202389954,299.0622160900752,1385.9387987759762,466
630000,-869.1687889947789,10392.80859375,9523.639804755221,291.94617892761755,1386.2496494973507,466
635000,-1453.348283835032,10872.421875,9419.073591164968,305.41907834270734,1385.8648927598417,466
640000,-1014.9774286368047,10787.453125,9772.475696363195,303.0322065296659,1386.0581384292195,466
645000,-891.093709423003,11019.26953125,10128.175821826997,309.54420118509717,1386.2139970873525,466
650000,-1041.170512693876,10418.3974609375,9377.226948243624,292.6650002097654,1386.1779595793123,466
655000,-1150.9809066246526,10511.83984375,9360.858937125347,295.2899063038127,1385.4334187424524,466
660000,-1160.6589028499002,10744.814453125,9584.1555502751,301.83443624301395,1385.9205087723199,466
665000,-1255.4327668814221,10801.9736328125,9546.540865931078,303.4401046193601,1386.031757281943,466
670000,-1004.2040911513759,10482.04296875,9477.838877598624,294.4528771483383,1384.7505623404718,466
675000,-1263.0975375362614,10361.37890625,9098.281368713739,291.0632821545516,1385.661541718475,466
680000,-1034.1749090301892,10615.935546875,9581.76063784481,298.21407665641624,1385.6804572306971,466
685000,-1310.3136840220395,10456.4931640625,9146.17948004046,293.735153177616,1386.1564055369402,466
690000,-934.7900289214595,10761.056640625,9826.26661170354,302.29069833379305,1385.5561800161677,466
695000,-1062.86661077787,10483.4296875,9420.56307672213,294.4918317039483,1385.9536040627318,466
700000,-1150.858521825794,10746.26953125,9595.411009424206,301.8753110936189,1386.07876899859,466
705000,-1068.0145724884205,10789.900390625,9721.88581813658,303.10095309048194,1384.3530750565506,466
710000,-1102.9627010628028,10332.3544921875,9229.391791124697,290.2479523325191,1384.7370871209594,466
715000,-1007.6821227133478,10804.3984375,9796.716314786652,303.5082202261064,1385.1759022565332,466
720000,-1063.1103517005395,10622.53125,9559.42089829946,298.39935769063476,1385.5316241565295,466
725000,-1076.3711282108852,10288.6220703125,9212.250942101615,289.01945732594936,1384.7782241386624,467
730000,-1118.600034898409,10635.5126953125,9516.912660414091,298.76402171015894,1385.1755172183496,467
735000,-1142.8583183796436,10570.439453125,9427.581134745356,296.9360380389791,1385.1152377938704,467
740000,-1061.6469480238738,10518.9814453125,9457.334497288626,295.4905222652044,1385.5587439285075,467
745000,-1234.747527817497,10580.572265625,9345.824737807503,297.22068062278885,1385.0820820194854,466
750000,-759.5961591133964,10619.7685546875,9860.172395574104,298.3217503400567,1385.0900974234596,466
755000,-1036.460137535978,10559.4697265625,9523.009589026522,296.6278855578752,1385.302113814238,466
760000,-969.447816696731,10861.8125,9892.364683303269,305.12104855950486,1384.7370369660798,466
765000,-801.7538218425179,10735.671875,9933.918053157482,301.57761050384414,1384.587510369034,466
770000,-1323.9962832114543,10598.4970703125,9274.500787101046,297.7242094032271,1383.7869980399723,466
775000,-1418.9297393999586,10766.8115234375,9347.881784037541,302.4523597395747,1384.2501917384677,466
780000,-1004.1512175836542,10521.0703125,9516.919094916346,295.54920099369025,1385.0778603886292,466
785000,-899.0550908981822,10542.259765625,9643.204674726818,296.144437576526,1384.8870224381112,466
790000,-757.2626409400837,10513.921875,9756.659234059916,295.348393002799,1385.7921338288238,466
795000,-966.0294345731818,10589.15625,9623.126815426818,297.46181480857217,1385.553301709793,466
800000,-1145.300425243302,10500.947265625,9355.646840381698,294.9839210127743,1385.6293868607338,466
805000,-1157.3490867061628,10785.6171875,9628.268100793837,302.9806328926611,1385.88578895766,466
810000,-1163.9261458559922,10847.12890625,9683.202760394008,304.7085691946086,1385.6185683194533,466
815000,-1000.9217642649746,10918.564453125,9917.642688860025,306.71527746423874,1385.683213143221,465
820000,-1190.6793857202138,10372.23046875,9181.551083029786,291.36811526859304,1385.034460439022,464
825000,-1317.5009999750328,10692.640625,9375.139625024967,300.3688122373646,1384.7686669165898,463
830000,-1154.934196559203,10487.1328125,9332.198615940797,294.5958568270985,1385.0262042248357,463
835000,-925.1944159294944,10681.435546875,9756.241130945506,300.05404845492114,1385.5865485827949,462
840000,-1113.6006353384873,10643.8203125,9530.219677161513,298.99739241760585,1384.8557552215475,462
845000,-1206.3274167935015,10392.275390625,9185.947973831499,291.93120062665764,1385.2245425580359,462
850000,-976.771778424285,10716.990234375,9740.218455950715,301.0528213145341,1385.2197005614273,462
855000,-884.0136094053014,10592.1572265625,9708.143617157199,297.54611575884655,1384.8824651950417,462
860000,-1102.3264702246815,10591.021484375,9488.695014150318,297.5142114291462,1385.0057755647777,462
865000,-837.063252797423,10347.126953125,9510.063700327577,290.6629280809086,1385.461504851417,462
870000,-1186.769225282871,10589.16796875,9402.398743467129,297.46214400199983,1385.6461167321315,462
875000,-993.33741880249,10595.30078125,9601.96336244751,297.6344218958246,1386.2354027871097,462
880000,-951.9109256200609,10543.466796875,9591.55587125494,296.1783444995781,1385.3496389148052,462
885000,-1079.6047876398516,10813.255859375,9733.651071735148,303.75703559186917,1386.0191871044701,462
890000,-1229.829138087458,10504.8095703125,9274.980432225042,295.092417679984,1386.0191463982235,462
895000,-960.1999622143339,10470.623046875,9510.423084660666,294.13207815305384,1385.4136614970066,462
900000,-1043.076951176481,10986.3828125,9943.305861323519,308.620374695855,1385.8301051046367,462
905000,-1230.2306763094239,10330.8203125,9100.589636190576,290.2048554262773,1385.141720108186,462
910000,-1118.3582817569113,10583.431640625,9465.073358868089,297.3010038191453,1385.7034549044017,462
915000,-1140.9337789873825,10321.8330078125,9180.899228825117,289.95239150002425,1384.572840338535,462
920000,-848.89339955576,10522.6337890625,9673.74038950674,295.59312088350134,1385.7107153312695,462
925000,-1517.3933866689767,10382.4140625,8865.020675831023,291.65418435725604,1384.7234115599597,462
930000,-800.574085600907,10662.193359375,9861.619273774093,299.51351284665327,1384.573320661424,462
935000,-1192.4475670978863,10809.7880859375,9617.340518839614,303.6596217700584,1384.4354745182375,462
940000,-1078.4448778913502,10620.91796875,9542.47309085865,298.354038728756,1384.1522615057172,462
945000,-1176.5299934353534,10443.6484375,9267.118444064647,293.3743297480816,1384.3653792551422,463
950000,-819.5621029257018,10432.091796875,9612.529693949298,293.0496901628074,1384.2520607763197,463
955000,-1138.9639472234994,10503.236328125,9364.2723809015,295.04822346231657,1383.800339543079,463
960000,-1116.740555095268,10438.8310546875,9322.090499592232,293.23900381651515,1384.7824796579162,463
965000,-1109.896915196994,10579.814453125,9469.917537928006,297.1993927811315,1383.5695343465213,463
970000,-912.0367078909476,10496.208984375,9584.172276484052,294.8508171368448,1384.8269191750037,463
975000,-1273.365823030239,10500.796875,9227.431051969761,294.97969636378565,1384.2420844596631,463
980000,-981.5607138694904,10604.90234375,9623.34162988051,297.9041410442456,1384.0408160954141,463
985000,-1019.2587347139197,10552.025390625,9532.76665591108,296.4187654329347,1384.2442368791899,463
990000,-1132.1715210999828,10684.025390625,9551.853869525017,300.1268002024407,1383.0588938290814,463
995000,-974.0686921675806,10783.8984375,9809.82974533242,302.9323511899332,1384.2181550971857,463
1000000,-1164.7114932066906,10895.814453125,9731.10295991831,306.0762032899488,1382.7567917522003,463
1005000,-1059.7716699670564,10605.158203125,9545.386533157944,297.91132843408354,1383.5919196636637,463
1010000,-995.1824670112546,10444.060546875,9448.878079863745,293.385906383622,1383.6535598540095,463
1015000,-851.8022094445914,10329.998046875,9478.195837430409,290.18175702076763,1384.1305020302327,463
1020000,-1234.0185464383976,10663.1533203125,9429.134773874102,299.54047927493826,1384.121497971514,463
1025000,-1151.0331992008432,10774.6875,9623.654300799157,302.6736051557684,1384.0423924140102,463
1030000,-1312.070866197333,10616.1328125,9304.061946302667,298.2196180791157,1384.2733115830379,463
1035000,-1188.0969306572515,10343.5302734375,9155.433342780248,290.5618931313933,1384.4076544837606,463
1040000,-911.548064083443,10579.5068359375,9667.958771854057,297.1907514536546,1383.9706411730488,463
1045000,-944.9310232905991,10432.763671875,9487.8326485844,293.0685639193283,1384.5552407597104,463
1050000,-1209.1736788757553,10197.328125,8988.154446124245,286.454903360312,1384.7263930009558,463
1055000,-868.7383970694063,10650.494140625,9781.755743555594,299.1848680746756,1383.7343053739296,463
1060000,-1095.5711833301466,10856.89453125,9761.323347919853,304.9828970510174,1383.2656043908219,463
1065000,-812.6919471236615,10512.1337890625,9699.441841938838,295.2981635722906,1382.6225224092645,463
1070000,-1186.5204090703774,10481.8232421875,9295.302833117123,294.4467047715691,1382.4469693491546,463
1075000,-1283.1532294031495,10498.9873046875,9215.83407528435,294.9288634119931,1382.6852543783264,463
1080000,-628.276457226515,10678.263671875,10049.987214648485,299.9649467671596,1382.479865968294,463
1085000,-1294.913492870226,10710.552734375,9415.639241504774,300.8719843915895,1383.055143880551,463
1090000,-1087.3155792073521,10425.392578125,9338.076998917648,292.861501253311,1382.8073746319692,463
1095000,-1103.7628601616889,10557.4248046875,9453.661944525811,296.57044130474316,1382.5448012763718,463
1100000,-1026.3960731851403,10697.349609375,9670.95353618986,300.50109312972484,1382.5163259798305,463
1105000,-1101.7675867586513,10441.625,9339.857413241349,293.31748901623365,1381.2716689009303,463
1110000,-990.5014807728003,10488.904296875,9498.4028161022,294.64561990025106,1382.1014260246168,463
1115000,-844.8166592025373,10237.765625,9392.948965797463,287.5908401481295,1382.6374100932544,463
1120000,-1240.9334186282795,10749.998046875,9509.06462824672,301.98004946919576,1381.9097882056258,463
1125000,-1075.6793726320611,10756.724609375,9681.045236742939,302.1690064966901,1381.2706246849186,463
1130000,-1038.967280933808,10594.408203125,9555.440922191192,297.6093483297488,1381.0013137089418,463
1135000,-1065.462503984716,10697.6259765625,9632.163472577784,300.5088566080612,1380.5570379420278,463
1140000,-1045.994126612306,10639.400390625,9593.406264012694,298.8732316297952,1380.8294029561723,463
1145000,-1092.631086425652,10612.7744140625,9520.143327636848,298.12527672929673,1380.7238830001747,463
1150000,-1216.1323362022376,10521.787109375,9305.654773172762,295.56933665835066,1379.9931079009382,463
1155000,-965.7843501403113,10511.7890625,9546.004712359689,295.2884797989593,1380.9925641801233,463
1160000,-977.1389958259388,10627.5517578125,9650.412761986561,298.5403896416145,1380.7586846434479,463
1165000,-1277.029778407581,10358.298828125,9081.269049717419,290.9767591486402,1380.719080392977,463
1170000,-1322.7308796443394,10555.5,9232.76912035566,296.51637128424494,1380.1599156144487,463
1175000,-1275.7740538801008,10901.041015625,9625.2669617449,306.22302355869886,1379.6023820583237,463
1180000,-893.8848873331881,10321.00390625,9427.119018916812,289.9291010650152,1379.6583395962498,463
1185000,-1182.3754182729608,10787.181640625,9604.80622235204,303.0245802152578,1379.8044704308086,463
1190000,-1476.386135719673,10553.251953125,9076.865817405327,296.45322101169967,1379.7713742802066,463
1195000,-926.0151623109559,10563.87109375,9637.855931439044,296.7515251227586,1380.1850349993779,463
1200000,-883.7832942267123,10516.095703125,9632.312408898288,295.40945838363564,1379.7946132381383,463
1205000,-1039.2071629550774,10504.72265625,9465.515493294923,295.08997616206193,1380.1433408610296,463
1210000,-1128.5907792504731,10469.8095703125,9341.218791062027,294.109226642615,1380.4563248275908,463
1215000,-1156.7403657731484,10561.857421875,9405.117056101852,296.6949587187671,1380.310397804235,463
1220000,-1186.5795649464999,10663.0205078125,9476.440942866,299.53674841609114,1380.2024012819122,463
1225000,-1091.3687479892833,10534.9375,9443.568752010717,295.93874654979066,1380.182958969229,463
1230000,-1029.81234573471,10405.50390625,9375.69156051529,292.3028051409489,1379.6564962097684,463
1235000,-1248.3528334839648,10400.619140625,9152.266307141035,292.16558634717325,1379.5399352608229,463
1240000,-771.4567104810849,10636.0546875,9864.597977018915,298.77924690618954,1380.4665470181199,462
1245000,-894.6450843266066,10486.4921875,9591.847103173393,294.5778609197181,1379.9338071399984,461
1250000,-1334.8262542036537,10770.771484375,9435.945230171346,302.56359968534844,1380.051668549441,461
1255000,-977.613346955055,10892.119140625,9914.505793669945,305.9723976290838,1379.590764520342,461
1260000,-1356.330928189418,10530.1611328125,9173.830204623082,295.80457279522113,1380.0610430085462,461
1265000,-1230.8558813585987,10775.59765625,9544.741774891401,302.6991725119857,1379.9334232786675,461
1270000,-1098.5083110528503,10703.5390625,9605.03075144715,300.6749621251167,1379.1680086650686,461
1275000,-1149.9445406821906,10803.6015625,9653.65702181781,303.48583507302345,1380.1892875943656,461
1280000,-890.0344803133194,10703.375,9813.34051968668,300.67035341712904,1379.4442469358933,461
1285000,-779.0587995856476,10594.962890625,9815.904091039352,297.6249301519928,1378.8998971708,461
1290000,-1492.6270379408525,10588.421875,9095.794837059148,297.4411853537702,1379.9686190476891,462
1295000,-852.1412826178275,10697.91015625,9845.768873632172,300.5168395486827,1379.6836069289454,462
1300000,-1333.3265048761386,10556.8037109375,9223.477206061361,296.55299405307557,1379.2121135913735,462
1305000,-1132.573992444988,10781.0810546875,9648.507062242512,302.85320760335924,1379.860215137547,462
1310000,-1256.9384874672687,10516.556640625,9259.618153157731,295.4224066584581,1379.8314628774963,462
1315000,-754.0762054596998,10583.9150390625,9829.8388336028,297.31458304803755,1378.3300490174654,462
1320000,-1092.0240338580916,10697.0537109375,9605.029677079408,300.4927809956757,1378.9069390250952,462
1325000,-1025.5817338570196,10594.080078125,9568.49834426798,297.60013091377346,1377.7351898888805,462
1330000,-930.9534191078856,10537.423828125,9606.470409017114,296.00859042203234,1378.2570818255822,462
1335000,-1081.1151418568916,10728.365234375,9647.250092518108,301.3723584016791,1378.0792793437486,462
1340000,-1407.204954949455,10524.4921875,9117.287232550545,295.6453254745759,1377.0679574283672,462
1345000,-901.8063764348772,10927.546875,10025.740498565123,306.9676042265635,1376.7410106419973,462
1350000,-940.7103744018241,10825.5546875,9884.844313098176,304.1025240942304,1377.1391841424531,462
1355000,-1309.5913174772577,10418.826171875,9109.234854397742,292.67704320266176,1377.2307954381158,462
1360000,-953.4719606020517,10457.8115234375,9504.339562835448,293.7721874382312,1377.9063201512206,462
1365000,-1053.230931216356,10801.1806640625,9747.949732846144,303.41782919741974,1377.5703441258797,462
1370000,-1061.3484588694992,10403.712890625,9342.3644317555,292.2524934120836,1377.795535201791,462
1375000,-1175.2673022009985,10546.388671875,9371.121369674001,296.2604233942156,1377.0497858835236,462
1380000,-1100.9126796368073,10655.470703125,9554.558023488193,299.3246655503015,1376.6343123577567,462
1385000,-938.0363211655058,10587.2548828125,9649.218561646994,297.40840317492933,1376.4831326549827,462
1390000,-858.2988692323997,10350.396484375,9492.0976151426,290.75477304723427,1376.0869456606663,462
1395000,-864.6875765248406,10839.7705078125,9975.08293128766,304.5018631548046,1376.4614961082254,462
1400000,-990.0464316954458,10744.724609375,9754.678177679554,301.831912426735,1375.6321297399825,462
1405000,-1026.4743082699133,10683.2822265625,9656.807918292587,300.105923852568,1375.449616580794,462
1410000,-1070.2347293511993,10574.765625,9504.5308956488,297.0575652793682,1375.0804384772807,462
1415000,-1024.78177614171,10605.5849609375,9580.80318479579,297.9233165614086,1375.182433193572,462
1420000,-959.3956056776951,10690.203125,9730.807519322305,300.3003400044049,1375.0348601951343,462
1425000,-997.8763936715841,10723.681640625,9725.805246953416,301.2407907617454,1374.941718332449,462
1430000,-1131.0094815268967,10578.087890625,9447.078409098103,297.1508916161185,1375.2939765599235,462
1435000,-1159.3140393804642,10552.8173828125,9393.503343432036,296.4410134220895,1375.3321937820263,462
1440000,-1461.071121743138,10875.06640625,9413.995284506862,305.4933663262228,1375.2633317538728,462
1445000,-1490.7100728758815,10931.314453125,9440.604380249119,307.073439913566,1375.218245929066,462
1450000,-924.1797385076788,10494.0810546875,9569.901316179821,294.7910410969333,1375.5544946912776,462
1455000,-984.5421510195738,10603.033203125,9618.491052105426,297.851634692529,1374.3177391298047,462
1460000,-996.3273169922177,10820.818359375,9824.491042382782,303.9694750838721,1374.8372096752748,462
1465000,-1014.5683463287714,10247.208984375,9232.640638046229,287.8561151852767,1374.5950053240945,462
1470000,-1240.5372314851265,10881.2001953125,9640.662963827373,305.66567165283317,1374.426951197566,462
1475000,-1020.9625162768352,10756.9375,9735.974983723165,302.1749868439598,1375.0917795199866,462
1480000,-963.3425515808922,10912.0185546875,9948.676003106608,306.5313955020879,1374.7525197235725,462
