,0
0,18.63307926658805
1,19.19670831934931
2,19.400683164216744
3,19.574755382474
4,19.53545208904355
5,19.081156201634503
6,19.23832885297875
7,18.958736763967348
8,18.814856780101298
9,18.82876286916815
10,18.90708414734686
11,18.79570656342595
12,18.732002929245617
13,18.77533821611624
14,18.566329724283687
15,18.686083726003925
16,18.670808175347837
17,18.834454258538386
18,18.827134815494734
19,18.772797295929823
20,18.75149049715682
21,18.592829925301114
22,18.7884667749777
23,18.684215159896407
24,18.5632701816864
25,18.6932284024629
26,18.675379763812778
27,18.781089111090385
28,18.674934515893817
29,18.772048087291843
30,18.579001754884125
31,18.583894671035072
32,18.723848640672713
33,18.768732940223703
34,18.71350370622537
35,18.610421777705437
36,18.603112702174776
37,18.561584096693988
38,18.593477351888126
39,18.509882328896033
40,18.526707978500827
41,18.56394135219797
42,18.556944220757142
43,18.48174745427523
44,18.531896002946823
45,18.601783461990017
46,18.58481068930604
47,18.434041048337715
48,18.52316044843137
49,18.35175490197898
50,18.437468278552657
51,18.469523390680994
52,18.395935686855537
53,18.379688910934995
54,18.56130499647713
55,18.44812503095434
56,18.46655561081344
57,18.525008404896713
58,18.384562231044534
59,18.36859747201852
60,18.471908835125248
61,18.334841043136752
62,18.508515469825348
63,18.392990356520215
64,18.440703551141908
65,18.344033247777006
66,18.42184878939477
67,18.430650377158436
68,18.353035908930476
69,18.492589946828716
70,18.30850104802702
71,18.349636915464895
72,18.40572002208881
73,18.368869940160273
74,18.47235690283718
75,18.43594367381774
76,18.353406804123324
77,18.345397690784083
78,18.395962739906185
79,18.274193443656134
80,18.365832638703885
81,18.44044281827326
82,18.39285348311786
83,18.32740417877603
84,18.475425592148003
85,18.253149027969123
86,18.409591705592984
87,18.408864188158628
88,18.384934001188505
89,18.295492108394125
90,18.434349631196252
91,18.288267056431255
92,18.336072266103354
93,18.39904701656764
94,18.408188068047107
95,18.408403098267385
96,18.540173734031317
97,18.461815282542666
98,18.37398347469899
99,18.374634592064496
100,18.378152376748314
101,18.280688258950274
102,18.419259976522824
103,18.303187243540346
104,18.432099972340364
105,18.313697594063772
106,18.30950830024493
107,18.39376402944169
108,18.41288664042798
109,18.347539026254037
110,18.357866681066255
111,18.34874013285445
112,18.508870337806755
113,18.32882999607787
114,18.269232594349592
115,18.380668615832043
116,18.348412432632525
117,18.338097970685894
118,18.288898767144683
119,18.39766351886516
120,18.440021795265913
121,18.28249188389286
122,18.211555975527066
123,18.245645369031887
124,18.381997960568334
125,18.194699095643074
126,18.29734135823161
127,18.303007173099637
128,18.285380184824447
129,18.197907460856566
130,18.332784932449233
131,18.232430378741974
132,18.319703781512164
133,18.34791627049671
134,18.442980046445705
135,18.40703051943368
136,18.404026518965193
137,18.352533067751505
138,18.393127561639357
139,18.384408125834916
140,18.41031573348234
141,18.51971383527423
142,18.35561364846529
143,18.39643719756004
144,18.36569951420746
145,18.331214136825572
146,18.318820620096755
147,18.387979695231802
148,18.368229912373163
149,18.42910331692064
150,18.309675782971762
151,18.28720308489665
152,18.364263232261134
153,18.35513801365818
154,18.29728530981703
155,18.399343277089105
156,18.36447550101951
157,18.26660423248324
158,18.499154203783057
159,18.323198517415896
160,18.36709088915886
161,18.409115950047305
162,18.40582141278856
163,18.394461471161875
164,18.404509619132746
165,18.403481821743352
166,18.30963937396958
167,18.331482429964243
168,18.236903724136088
169,18.236468254953927
170,18.246240208337806
171,18.332556776177128
172,18.289229635386516
173,18.335948098887258
174,18.309882615528355
175,18.314555074731288
176,18.290597230277548
177,18.36872014739964
178,18.303996191399722
179,18.2711652689876
180,18.322701700439342
181,18.24116994609196
182,18.296523980857447
183,18.458156594230143
184,18.41467362597428
185,18.42159679210158
186,18.37701155458804
187,18.284997142280698
188,18.200960042616412
189,18.27508361941533
190,18.314945713513875
191,18.33215046894362
192,18.348681869675346
193,18.285653173846658
194,18.332896314564113
195,18.279814789027398
196,18.317019116765625
197,18.260371323649615
198,18.256070224856714
199,18.393960835701254
200,18.36754405899973
201,18.380986123873527
202,18.372001294460958
203,18.329411936663696
204,18.364442310566677
205,18.281708475039395
206,18.29822223747044
207,18.37556736660988
208,18.344548912153584
209,18.276277237296707
210,18.28392470920828
211,18.380423368014835
212,18.53801020900894
213,18.372133885721123
214,18.3922901757515
215,18.457273224143396
216,18.42849225769827
217,18.41383507046504
218,18.397329387349593
219,18.40077090032616
220,18.384392311466133
221,18.41071981067076
222,18.41617873308079
223,18.456308125471345
224,18.400410790960905
225,18.432264554779973
226,18.486046492740467
227,18.342766653822554
228,18.32681043478764
229,18.40662438732963
230,18.468060541145153
231,18.406900828333846
232,18.443466215970123
233,18.430610444415443
234,18.34647223483342
235,18.316377637852536
236,18.37756791386303
237,18.50257017738439
238,18.38424032290198
239,18.4843323780012
240,18.450581741207984
241,18.4688185501837
242,18.5351625922394
243,18.340114045556316
244,18.423514219253065
245,18.516986524434365
246,18.32275796431099
247,18.38072945860181
248,18.51913653306241
249,18.43320277710243
250,18.389814675674224
251,18.397859444006354
252,18.48879137037532
253,18.337917166947253
254,18.36601355052873
255,18.29263541421348
256,18.40819975635342
257,18.488886267581503
258,18.491629343231473
259,18.33155163278049
260,18.235730172331536
261,18.284147063614533
262,18.269981376278718
263,18.249210510928105
264,18.419560100147997
265,18.41486633578293
266,18.38896636298216
267,18.220634009793066
268,18.25540791165173
