Time_ns,PC1,PC2,PC3,Cluster,RMSD_A,NativeQ,Rg_A
37.1,-0.1225,0.0583,-0.0908,0,2.4936,0.5120,6.9441
37.2,0.0797,0.3765,-0.0220,3,2.4578,0.5018,7.0516
37.3,-0.0129,0.1553,-0.2986,3,2.5420,0.5015,6.9136
37.4,-0.0074,0.2098,-0.2189,3,2.4226,0.5047,6.9592
37.5,0.0105,0.2632,-0.0781,3,2.3614,0.4897,7.2212
37.6,-0.1379,-0.0581,-0.2230,0,2.6009,0.4988,7.0989
37.7,-0.1454,0.0200,-0.0421,0,2.4395,0.5056,6.8440
37.8,-0.1334,0.0769,-0.0693,0,2.2968,0.5086,6.8695
37.9,-0.2163,-0.0332,-0.0224,0,2.4378,0.4947,6.9132
38.0,-0.2676,0.0274,-0.0009,0,2.4971,0.5033,6.8313
38.1,-0.0991,-0.0011,0.1557,0,2.3151,0.5038,6.9084
38.2,-0.2682,-0.0394,0.1440,0,2.5874,0.5008,6.7769
38.3,-0.2166,0.1951,0.1632,3,2.1768,0.5069,6.8735
38.4,-0.2213,-0.1203,0.1762,0,2.4082,0.5053,6.7515
38.5,-0.1477,0.0459,0.1111,0,2.3693,0.5046,6.8851
38.6,-0.1130,0.1136,-0.0165,3,2.2710,0.5046,6.8986
38.7,-0.1528,0.1160,-0.0118,0,2.2794,0.5058,6.8822
38.8,-0.2514,-0.0916,0.1076,0,2.4783,0.5036,6.7537
38.9,-0.1841,0.0149,0.0340,0,2.3919,0.4964,6.9680
39.0,-0.2412,-0.1659,-0.0526,0,2.6093,0.4920,6.8973
39.1,-0.0195,0.1113,0.1293,3,2.4713,0.4951,6.9054
39.2,-0.1435,0.1675,0.1321,3,2.1342,0.5027,6.9526
39.3,-0.2434,0.0474,0.2261,0,2.3027,0.5010,6.9027
39.4,-0.2473,-0.2689,-0.1463,0,2.6993,0.5009,6.7885
39.5,-0.1508,0.0107,-0.1321,0,2.3659,0.5145,6.7551
39.6,-0.1651,0.1048,0.0716,0,2.2410,0.5005,6.9079
39.7,-0.2229,-0.0285,-0.0468,0,2.5037,0.5055,6.8647
39.8,-0.2379,-0.1237,0.1828,0,2.3070,0.4995,6.9327
39.9,-0.1860,-0.0481,0.0118,0,2.4326,0.5012,6.9363
40.0,-0.2619,-0.0353,0.1339,0,2.3235,0.5097,6.7941
40.1,-0.2361,-0.0894,0.0035,0,2.4763,0.5053,6.8395
40.2,-0.1926,0.0110,-0.0925,0,2.6774,0.4944,6.9007
40.3,-0.1424,0.0599,0.0378,0,2.2969,0.4980,6.8799
40.4,-0.2605,-0.1548,-0.0100,0,2.6405,0.4969,6.8774
40.5,-0.1694,0.0955,-0.0133,0,2.4141,0.4997,6.8755
40.6,-0.2186,0.0003,-0.0030,0,2.5131,0.5030,6.8393
40.7,-0.1772,-0.0254,0.2224,0,2.3579,0.4986,6.9883
40.8,-0.2810,-0.0412,0.0731,0,2.4623,0.5077,6.7799
40.9,-0.1857,-0.0081,-0.0737,0,2.5800,0.5079,6.7868
41.0,-0.2475,-0.0525,0.0167,0,2.3474,0.5001,6.9577
41.1,-0.2366,-0.0134,0.2200,0,2.3406,0.5002,6.9523
41.2,-0.0014,0.2470,-0.0704,3,2.2928,0.5012,6.9822
41.3,-0.0735,0.2731,-0.0395,3,2.3789,0.5016,6.9569
41.4,0.0639,0.3488,-0.2063,3,2.5084,0.5017,6.9629
41.5,-0.1461,-0.0401,-0.1194,0,2.4076,0.4942,7.0025
41.6,-0.2437,-0.0743,-0.0491,0,2.3512,0.4997,6.9396
41.7,-0.1164,0.0305,-0.2090,0,2.2302,0.5040,6.9446
41.8,-0.1225,0.0546,-0.2094,0,2.4253,0.4927,7.0589
41.9,-0.0118,0.1291,-0.2998,3,2.4369,0.4971,7.0459
42.0,-0.1165,0.0704,-0.0861,0,2.2071,0.4958,7.0081
42.1,-0.0987,0.1976,-0.1188,3,2.2853,0.4963,7.0422
42.2,-0.0231,0.2358,0.0126,3,2.1558,0.4974,7.0661
42.3,0.0262,0.2347,-0.0682,3,2.4076,0.5081,6.9747
42.4,-0.1962,0.1432,0.2143,0,2.2849,0.5121,6.7842
42.5,-0.2184,-0.0787,0.0814,0,2.4682,0.5096,6.7676
42.6,-0.2343,-0.0567,-0.1549,0,2.6150,0.5083,6.6983
42.7,-0.1359,0.1402,0.2241,3,2.1867,0.5034,6.9042
42.8,-0.2109,0.0027,0.0206,0,2.3917,0.5045,6.8141
42.9,-0.2894,-0.1113,-0.0631,0,2.3784,0.5082,6.7873
43.0,-0.1700,0.0462,-0.0450,0,2.1652,0.5057,6.9035
43.1,-0.2975,-0.0701,0.1552,0,2.3021,0.5134,6.7885
43.2,-0.1946,0.0445,0.1495,0,2.2063,0.5142,6.8129
43.3,-0.1727,0.0521,0.1801,0,2.2741,0.5083,6.8536
43.4,-0.2803,-0.1221,0.0914,0,2.4900,0.5015,6.8352
43.5,-0.2303,0.0102,0.0399,0,2.2261,0.5082,6.8840
43.6,-0.2434,0.0513,-0.0236,0,2.4334,0.5011,6.9156
43.7,-0.2647,-0.1527,0.2373,0,2.3742,0.5005,6.8651
43.8,-0.2158,-0.0674,0.1459,0,2.2545,0.4982,6.9454
43.9,-0.1679,-0.0800,-0.1295,0,2.5208,0.5038,6.8109
44.0,-0.2549,-0.1410,-0.0959,0,2.4932,0.5088,6.7462
44.1,-0.1479,-0.0073,-0.0583,0,2.3542,0.4991,6.9577
44.2,-0.1890,-0.0232,0.2209,0,2.2005,0.5151,6.7825
44.3,-0.1942,-0.0568,0.0688,0,2.3786,0.5081,6.8650
44.4,-0.2332,-0.0766,-0.0121,0,2.6646,0.5027,6.8135
44.5,-0.2857,-0.0642,0.1059,0,2.3563,0.5058,6.7875
44.6,-0.2683,-0.0839,0.0644,0,2.4275,0.5014,6.8428
44.7,-0.2262,0.0195,-0.0109,0,2.3153,0.5036,6.8631
44.8,-0.1601,-0.0901,-0.3170,0,3.0096,0.4943,6.8339
44.9,-0.2259,-0.1544,-0.3535,0,2.9146,0.5027,6.7719
45.0,-0.1779,-0.0727,-0.2343,0,2.8182,0.5034,6.7066
45.1,-0.1714,-0.0166,0.0057,0,2.3817,0.4946,6.9071
45.2,-0.1644,0.0608,0.1697,0,2.0900,0.5019,6.9411
45.3,-0.2508,-0.0892,-0.0414,0,2.4647,0.5048,6.8316
45.4,-0.1936,0.0293,0.1675,0,2.3107,0.4980,6.9088
45.5,-0.1602,0.0176,0.0393,0,2.2098,0.5049,6.8345
45.6,-0.1552,0.0879,-0.0904,0,2.3592,0.4992,6.9306
45.7,-0.1815,0.0111,0.1861,0,2.0945,0.4986,6.9561
45.8,-0.1851,-0.0402,-0.1657,0,2.4443,0.5009,6.8904
45.9,-0.2697,-0.0056,0.1410,0,2.0867,0.5097,6.8299
46.0,-0.1910,-0.0244,0.0515,0,2.2454,0.5106,6.8443
46.1,-0.1838,0.0409,0.1074,0,2.1718,0.5074,6.8153
46.2,-0.0671,0.0935,0.1086,3,2.1100,0.5078,6.8837
46.3,-0.2796,-0.0744,0.0190,0,2.1929,0.5096,6.8311
46.4,-0.1909,0.0288,-0.1083,0,2.4716,0.5039,6.9146
46.5,-0.3545,-0.2242,-0.0575,0,2.4735,0.5105,6.7187
46.6,-0.2380,0.0258,0.0320,0,2.2852,0.5066,6.8151
46.7,-0.1477,0.0125,0.0699,0,2.2336,0.5150,6.7847
46.8,-0.1575,-0.0428,-0.0853,0,2.4810,0.5056,6.8737
46.9,-0.2243,0.0912,-0.0211,0,2.2097,0.5140,6.8710
47.0,-0.2715,-0.0525,0.0166,0,2.3337,0.5052,6.8161
47.1,-0.1302,0.1774,-0.0462,3,2.3162,0.5126,6.8278
47.2,-0.2420,-0.1337,-0.2092,0,2.6919,0.5065,6.7579
47.3,-0.1973,0.0058,0.0428,0,2.3348,0.5137,6.7763
47.4,-0.2221,0.0476,0.2518,0,2.4667,0.5079,6.8109
47.5,-0.2739,-0.0892,0.0775,0,2.4622,0.5108,6.6771
47.6,-0.2362,-0.0061,0.1328,0,2.3106,0.5035,6.8384
47.7,-0.1811,0.0097,0.1130,0,2.3531,0.5082,6.8624
47.8,-0.1949,0.0731,0.1806,0,2.4612,0.4999,6.8655
47.9,-0.2237,-0.0586,-0.0194,0,2.3256,0.5080,6.8048
48.0,-0.2194,-0.1417,0.1114,0,2.4305,0.5075,6.8542
48.1,-0.2540,-0.1348,0.1047,0,2.5163,0.5007,6.9350
48.2,-0.2391,-0.2080,0.2182,0,2.4771,0.4972,6.8807
48.3,-0.2373,-0.0903,0.2990,0,2.5082,0.5075,6.7668
48.4,-0.1271,0.1196,0.1548,3,2.4318,0.4941,6.9624
48.5,-0.1161,0.0273,0.1059,0,2.2856,0.5065,6.8352
48.6,-0.1967,0.0363,0.1289,0,2.3686,0.5072,6.7542
48.7,-0.2754,-0.1129,0.0265,0,2.5024,0.5029,6.8083
48.8,-0.2346,0.0089,0.1979,0,2.3667,0.5091,6.8650
48.9,-0.1873,-0.0083,-0.0619,0,2.4218,0.5046,6.7523
49.0,-0.2026,-0.0072,0.0303,0,2.3356,0.5112,6.7689
49.1,-0.1350,0.0424,0.1593,0,2.3073,0.5038,6.8660
49.2,-0.2045,-0.1281,-0.1130,0,2.5018,0.4995,6.8236
49.3,-0.2366,0.0351,0.0453,0,2.2996,0.5057,6.8334
49.4,-0.2645,-0.0036,0.0770,0,2.2810,0.5088,6.7731
49.5,-0.2257,-0.0407,0.1457,0,2.2874,0.4994,6.8930
49.6,-0.2686,0.0181,0.0359,0,2.2335,0.5195,6.6941
49.7,-0.2048,-0.1087,0.0534,0,2.4070,0.4972,6.8982
49.8,-0.1292,0.0779,-0.0120,0,2.3681,0.5052,6.9043
49.9,-0.2200,0.0576,0.1484,0,2.1528,0.5142,6.8989
50.0,-0.1762,-0.0440,-0.0853,0,2.3773,0.5029,6.8155
50.1,-0.3445,-0.0663,0.0171,0,2.4438,0.5039,6.8290
50.2,-0.1157,0.2041,0.1443,3,2.0198,0.5065,6.8801
50.3,-0.2611,-0.1649,-0.0934,0,2.4243,0.5001,6.8311
50.4,-0.1573,-0.1022,0.0675,0,2.3840,0.5043,6.8462
50.5,-0.2298,-0.0353,-0.0484,0,2.5705,0.5028,6.7910
50.6,-0.2439,0.0300,0.1074,0,2.3156,0.5115,6.7556
50.7,-0.2708,-0.0774,0.0525,0,2.5101,0.4967,6.8818
50.8,-0.1990,0.0191,0.0333,0,2.3109,0.5138,6.8090
50.9,-0.2746,-0.0913,-0.0491,0,2.3967,0.5057,6.8170
51.0,-0.1578,-0.0571,0.1303,0,2.2491,0.5013,6.9131
51.1,-0.1325,0.0715,0.1823,0,2.2792,0.5106,6.7721
51.2,-0.3075,-0.2169,-0.0381,0,2.6339,0.5047,6.7279
51.3,-0.2541,-0.0866,0.0510,0,2.4017,0.5148,6.8092
51.4,-0.1963,-0.1552,0.0377,0,2.5123,0.5026,6.9095
51.5,-0.1892,-0.0782,0.0643,0,2.4872,0.4980,6.8542
51.6,-0.2498,-0.0899,-0.0247,0,2.4185,0.5038,6.8623
51.7,-0.3070,-0.1670,0.0633,0,2.4957,0.4997,6.8762
51.8,-0.2232,-0.0745,0.0734,0,2.3945,0.5080,6.8026
51.9,-0.2124,0.0411,-0.0186,0,2.2192,0.4924,7.0089
52.0,-0.1426,0.1125,0.1659,0,2.2897,0.5027,6.8865
52.1,-0.1466,0.0539,0.0149,0,2.2340,0.5105,6.8199
52.2,-0.1908,0.0682,-0.0168,0,2.2893,0.5067,6.8220
52.3,-0.1461,0.0254,0.0689,0,2.2040,0.5089,6.8802
52.4,-0.1380,0.1417,-0.0643,3,2.2881,0.4997,6.9352
52.5,-0.2321,0.1165,0.1056,0,2.1624,0.5086,6.8503
52.6,-0.2156,-0.0437,-0.1231,0,2.4554,0.5051,6.8463
52.7,-0.1733,-0.0034,0.0455,0,2.2566,0.5097,6.8552
52.8,-0.2999,-0.0807,-0.0381,0,2.4949,0.5036,6.7483
52.9,-0.2615,-0.0349,0.0739,0,2.1811,0.5046,6.9225
53.0,-0.2591,-0.0983,0.1106,0,2.2517,0.5040,6.8761
53.1,-0.2257,0.1475,0.2800,0,2.1300,0.5145,6.7691
53.2,-0.2102,0.0248,0.1724,0,2.1509,0.5105,6.8513
53.3,-0.3027,-0.0802,0.1640,0,2.3917,0.4997,6.9003
53.4,-0.2848,-0.0503,-0.1393,0,2.5992,0.5058,6.7559
53.5,-0.3274,-0.1081,0.2255,0,2.3682,0.5082,6.7933
53.6,-0.1908,0.0162,0.0697,0,2.4711,0.5142,6.8115
53.7,-0.1747,-0.0067,-0.0503,0,2.5439,0.5041,6.8125
53.8,-0.1061,0.1667,-0.1164,3,2.5819,0.4970,6.9172
53.9,-0.2670,-0.1564,0.0237,0,2.4393,0.5125,6.7297
54.0,-0.2044,-0.0317,-0.1394,0,2.6351,0.5129,6.6718
54.1,-0.2908,-0.0977,0.0547,0,2.5758,0.5071,6.8251
54.2,-0.1937,-0.0216,0.0232,0,2.4168,0.5068,6.8002
54.3,-0.1876,-0.0651,0.1117,0,2.3778,0.5173,6.7988
54.4,-0.2371,-0.0443,-0.1146,0,2.6592,0.5039,6.7972
54.5,-0.2048,0.0281,0.1803,0,2.1770,0.5123,6.8093
54.6,-0.1764,0.0878,-0.1633,0,2.3133,0.5058,6.7671
54.7,-0.1514,0.0795,0.0164,0,2.2541,0.5045,6.8699
54.8,-0.2840,-0.1766,0.1461,0,2.5261,0.5008,6.8843
54.9,-0.1870,0.0493,0.0544,0,2.3051,0.5074,6.8536
55.0,-0.2756,-0.0459,-0.1499,0,2.6103,0.4913,7.0112
55.1,-0.2510,-0.1173,0.0177,0,2.5204,0.4984,6.8489
55.2,-0.1261,0.0960,-0.0539,0,2.2461,0.5025,6.9041
55.3,-0.2075,0.0188,-0.1100,0,2.5384,0.5010,6.8255
55.4,-0.3097,-0.0832,-0.0705,0,2.5017,0.4974,6.8037
55.5,-0.1791,0.0820,0.0907,0,2.1433,0.5099,6.7934
55.6,-0.2258,0.0521,-0.1553,0,2.6082,0.5008,6.8342
55.7,-0.2259,-0.1031,-0.0938,0,2.4422,0.5023,6.7618
55.8,-0.2501,0.0517,0.0815,0,2.2007,0.5006,6.8971
55.9,-0.2313,-0.1070,0.0356,0,2.3310,0.5048,6.7844
56.0,-0.2828,-0.1619,-0.1656,0,2.5282,0.4997,6.8218
56.1,-0.2187,0.0752,0.1107,0,2.1662,0.5124,6.8069
56.2,-0.1605,0.1573,0.0820,3,2.1708,0.5010,6.9372
56.3,-0.2810,0.0287,-0.0129,0,2.4286,0.5081,6.8085
56.4,-0.2895,-0.1314,0.0841,0,2.4265,0.5187,6.6866
56.5,-0.2205,-0.0710,0.1281,0,2.2796,0.5098,6.7846
56.6,-0.2051,-0.1110,-0.0296,0,2.5155,0.5045,6.8741
56.7,-0.1883,-0.0473,-0.0606,0,2.4651,0.5074,6.8306
56.8,-0.2964,-0.2057,-0.0230,0,2.6047,0.5055,6.7620
56.9,-0.0918,0.1342,-0.0498,3,2.5179,0.4990,6.9380
57.0,-0.2044,0.0147,-0.0066,0,2.3215,0.5167,6.6698
57.1,-0.1777,0.0707,-0.0412,0,2.2205,0.5177,6.7578
57.2,-0.1892,-0.0411,0.0554,0,2.3575,0.5073,6.8917
57.3,-0.1650,0.0272,-0.0487,0,2.2861,0.5144,6.8565
57.4,-0.2373,-0.0962,-0.1198,0,2.6149,0.5025,6.8329
57.5,-0.1843,0.0809,0.1585,0,2.1033,0.5204,6.8474
57.6,-0.2157,-0.0613,0.0852,0,2.3842,0.5168,6.6643
57.7,-0.2109,-0.0494,-0.0062,0,2.2676,0.5181,6.7193
57.8,-0.1323,0.0470,0.0288,0,2.2150,0.5000,7.0628
57.9,-0.2376,-0.0723,0.1557,0,2.4394,0.5074,6.7680
58.0,-0.2072,-0.1358,-0.1339,0,2.5009,0.5126,6.7957
58.1,-0.0632,0.0964,-0.1937,3,2.3869,0.5021,6.9019
58.2,-0.2030,-0.0208,0.0361,0,2.1788,0.5167,6.7781
58.3,-0.1806,-0.0159,-0.0476,0,2.4583,0.5102,6.8902
58.4,-0.2675,-0.1366,-0.0610,0,2.6007,0.5064,6.7392
58.5,-0.2154,-0.0054,-0.0047,0,2.4350,0.5113,6.8205
58.6,-0.2541,-0.0325,-0.0282,0,2.3344,0.5076,6.8585
58.7,-0.2362,-0.0102,0.1828,0,2.4075,0.5126,6.7933
58.8,-0.2336,-0.0739,0.0760,0,2.2508,0.5094,6.7874
58.9,-0.3319,-0.2476,0.0283,0,2.4922,0.5071,6.8194
59.0,-0.2720,-0.0540,-0.0038,0,2.3154,0.5049,6.9402
59.1,-0.3531,-0.2267,0.0332,0,2.5675,0.4973,6.9484
59.2,-0.1417,0.0964,0.0785,0,2.0995,0.5046,6.9104
59.3,-0.0989,0.0997,-0.1038,3,2.3109,0.5059,6.9759
59.4,0.0326,0.3832,-0.0045,3,2.0746,0.4953,7.0883
59.5,-0.0230,0.1814,-0.0332,3,2.0959,0.5015,6.9855
59.6,-0.1718,0.0085,-0.1997,0,2.2488,0.5134,6.7531
59.7,-0.1144,0.1554,-0.1623,3,2.4178,0.5058,6.8536
59.8,-0.2454,-0.0387,-0.0187,0,2.1060,0.5179,6.7943
59.9,-0.2147,-0.0190,-0.2052,0,2.3191,0.5148,6.7824
60.0,-0.0621,0.3463,-0.0102,3,2.1701,0.5040,6.9204
60.1,-0.2633,0.0952,0.0703,0,2.0597,0.5143,6.8384
60.2,-0.1627,0.0596,0.0445,0,2.4657,0.5015,6.9108
60.3,-0.2861,-0.1330,-0.1039,0,2.5017,0.5117,6.7324
60.4,-0.3223,-0.1136,-0.1208,0,2.4435,0.5111,6.7634
60.5,-0.1492,0.1617,0.0644,3,2.0915,0.5059,6.8569
60.6,-0.1089,0.2461,0.0285,3,1.8859,0.5031,6.9813
60.7,0.0013,0.1746,-0.1715,3,2.2350,0.4880,7.1586
60.8,0.0858,0.4359,-0.0251,3,2.1885,0.4947,7.0478
60.9,0.0064,0.2966,-0.0375,3,2.0957,0.5085,6.9440
61.0,-0.1055,0.0148,-0.1813,0,2.4649,0.5120,6.7464
61.1,-0.2940,-0.1819,0.0347,0,2.2114,0.5162,6.6922
61.2,-0.1487,0.1932,-0.0077,3,2.1341,0.5210,6.7756
61.3,-0.2457,-0.0112,-0.0594,0,2.2590,0.4926,7.1584
61.4,-0.1873,-0.0288,-0.1668,0,2.3185,0.4977,6.8087
61.5,-0.1157,-0.0003,-0.1855,0,2.4901,0.4916,6.9620
61.6,-0.1518,0.0903,-0.1029,0,2.1871,0.5151,6.8527
61.7,0.0245,0.2753,-0.1218,3,2.2420,0.4924,7.0642
61.8,-0.1068,0.0968,-0.1079,0,2.1078,0.5015,6.9146
61.9,-0.1027,0.1440,-0.2255,3,2.1434,0.5023,7.0669
62.0,-0.0973,0.1522,-0.0369,3,2.0480,0.5093,6.9609
62.1,-0.0342,0.3852,-0.0950,3,2.3194,0.4947,7.0761
62.2,0.1361,0.4448,-0.3699,3,2.9678,0.4880,7.1687
62.3,-0.2236,-0.0466,0.0099,0,2.1300,0.5048,6.8781
62.4,-0.1631,0.1439,0.0221,3,1.8658,0.5101,6.8129
62.5,-0.1896,0.0931,0.0744,0,2.2080,0.5100,6.7431
62.6,-0.0643,0.2615,0.0666,3,2.0449,0.5139,6.9358
62.7,-0.2018,0.0595,0.0319,0,2.2371,0.5098,6.8025
62.8,-0.1871,0.0695,-0.0783,0,2.3659,0.4975,6.9315
62.9,-0.1129,0.1658,0.0220,3,2.0020,0.4995,7.0792
63.0,-0.1267,-0.0589,-0.0576,0,2.2190,0.5030,6.9150
63.1,-0.0955,0.1469,-0.2067,3,2.5340,0.4852,7.1622
63.2,-0.2528,-0.0994,-0.0471,0,2.4726,0.5122,6.7930
63.3,-0.2299,-0.1529,-0.0974,0,2.6021,0.5102,6.7807
63.4,-0.2355,-0.1399,-0.0491,0,2.4338,0.5118,6.7602
63.5,-0.2514,-0.0596,-0.0940,0,2.4154,0.5095,6.9301
63.6,-0.0237,0.1812,-0.0890,3,2.1236,0.5097,6.9213
63.7,0.1307,0.3490,-0.0589,3,2.1898,0.5000,7.0177
63.8,0.0391,0.3745,0.0429,3,2.1704,0.4990,6.9833
63.9,-0.1933,-0.1004,-0.0953,0,2.4281,0.4960,6.8712
64.0,-0.1422,0.0790,-0.1210,0,2.1615,0.5135,6.8389
64.1,-0.0158,0.1796,0.0599,3,2.1488,0.4913,7.1052
64.2,-0.0786,0.1165,-0.1657,3,2.2453,0.4976,7.0418
64.3,-0.1958,0.0111,-0.0521,0,2.0569,0.4982,6.9543
64.4,-0.0667,0.1886,-0.0679,3,2.0079,0.5055,7.0234
64.5,0.1045,0.4785,-0.1819,3,2.2005,0.4956,7.0601
64.6,-0.1873,0.0185,0.0850,0,1.9063,0.5068,6.8986
64.7,-0.1989,-0.1335,-0.1694,0,2.2478,0.4974,6.9833
64.8,-0.1917,-0.0884,-0.1940,0,2.1640,0.5002,6.9573
64.9,-0.2537,-0.1329,-0.1100,0,2.4836,0.5032,6.7098
65.0,-0.2067,-0.0227,-0.1210,0,1.8926,0.4986,6.9897
65.1,-0.1889,-0.0688,-0.0817,0,2.2722,0.5081,6.7545
65.2,-0.2181,0.0270,0.0032,0,1.8963,0.5058,6.9345
65.3,-0.1597,0.0059,-0.1577,0,2.2198,0.5074,6.8680
65.4,-0.2102,0.0114,0.0336,0,1.9329,0.5104,6.8113
65.5,-0.1881,0.0648,0.0313,0,2.0919,0.5016,6.8554
65.6,-0.0947,0.0627,-0.2379,0,2.5252,0.5032,6.9162
65.7,-0.1871,0.0652,-0.0177,0,2.0220,0.5131,6.9107
65.8,-0.1656,0.0503,-0.0638,0,2.1361,0.5074,6.8956
65.9,-0.2929,-0.0802,-0.0973,0,2.3934,0.5087,6.7391
66.0,-0.3467,-0.1466,0.1491,0,2.4053,0.5018,6.8843
66.1,-0.2914,-0.0306,0.0662,0,2.3413,0.5114,6.7744
66.2,-0.1980,-0.0363,-0.0916,0,2.4195,0.4999,6.8537
66.3,-0.2566,0.0070,0.0539,0,2.3878,0.5130,6.6958
66.4,-0.1940,0.0287,0.0005,0,2.1020,0.5153,6.7954
66.5,-0.2432,-0.1973,0.1991,0,2.3932,0.5043,6.8174
66.6,-0.1800,0.1095,0.0404,0,2.1717,0.5119,6.8978
66.7,-0.1715,0.0619,-0.1243,0,2.3346,0.5155,6.7661
66.8,-0.2742,0.0392,0.0927,0,2.2247,0.5041,6.8587
66.9,-0.1268,0.0048,-0.0797,0,2.2773,0.4985,6.9791
67.0,-0.2839,-0.0941,0.0042,0,2.3690,0.5062,6.8358
67.1,-0.2931,-0.1432,0.0111,0,2.5093,0.5081,6.7389
67.2,-0.1976,0.0045,0.1585,0,2.3866,0.5094,6.8221
67.3,-0.1983,0.0166,-0.0015,0,2.3931,0.5096,6.7949
67.4,-0.2540,-0.1091,0.0688,0,2.4786,0.4980,6.8740
67.5,-0.1801,0.0828,0.0968,0,2.1001,0.5113,6.8663
67.6,-0.1260,0.0881,-0.0128,0,2.1367,0.5160,6.8086
67.7,-0.2164,-0.0052,0.0886,0,2.4584,0.5003,6.7955
67.8,-0.1816,-0.0680,-0.0325,0,2.3605,0.5025,6.8794
67.9,-0.2194,0.0023,0.0760,0,2.3274,0.5056,6.8787
68.0,-0.1617,0.1275,-0.0431,0,2.2938,0.5115,6.7869
68.1,-0.2038,0.0663,0.0047,0,2.2631,0.5191,6.7841
68.2,-0.0593,0.1188,-0.0390,3,2.1941,0.4987,6.9470
68.3,-0.2678,-0.0442,-0.0341,0,2.5492,0.5159,6.7992
68.4,-0.1663,0.0217,0.2124,0,2.2821,0.5049,6.9140
68.5,-0.2561,-0.0294,0.1055,0,2.2830,0.5140,6.7606
68.6,-0.1995,0.0296,0.0266,0,2.2338,0.5120,6.7954
68.7,-0.2346,-0.0249,0.1549,0,2.4574,0.4989,6.7621
68.8,-0.2703,-0.0688,0.1113,0,2.3850,0.5064,6.7892
68.9,-0.1634,0.1058,0.1430,0,2.2997,0.5064,6.7926
69.0,-0.2058,-0.0048,0.1497,0,2.2593,0.5100,6.8069
69.1,-0.2431,0.1158,0.0372,0,2.1338,0.5144,6.8181
69.2,-0.1814,0.0749,0.0967,0,2.2134,0.5103,6.7574
69.3,-0.1965,-0.0543,0.0242,0,2.3504,0.5076,6.8338
69.4,-0.2412,-0.0496,0.1820,0,2.2750,0.5060,6.8385
69.5,-0.2242,-0.0806,0.0589,0,2.3004,0.5142,6.7105
69.6,-0.2600,-0.1460,-0.0692,0,2.4330,0.5115,6.6711
69.7,-0.1183,0.1491,-0.0702,3,2.1221,0.5059,6.9442
69.8,-0.2009,0.0327,0.1316,0,2.2513,0.5040,6.8466
69.9,-0.2215,-0.0583,-0.0446,0,2.4024,0.5062,6.8467
70.0,-0.1752,0.0467,-0.0088,0,2.3647,0.5052,6.9343
70.1,-0.2145,-0.0341,-0.0887,0,2.5522,0.5137,6.7363
70.2,-0.2404,0.0615,0.0859,0,2.3815,0.5062,6.8172
70.3,-0.2168,0.0444,0.1280,0,2.2142,0.5070,6.8495
70.4,-0.1996,-0.0713,-0.1695,0,2.7326,0.4988,6.8983
70.5,-0.2247,-0.0195,-0.0530,0,2.5611,0.5012,6.8290
70.6,-0.2676,-0.0328,0.0033,0,2.3930,0.5063,6.7988
70.7,-0.1604,0.0572,-0.1386,0,2.3585,0.5055,6.9040
70.8,-0.3263,-0.0322,0.0684,0,2.3873,0.5028,6.8260
70.9,-0.2459,0.0100,0.0719,0,2.2280,0.5131,6.8515
71.0,-0.2055,-0.1205,-0.0158,0,2.4805,0.5103,6.7969
71.1,-0.2582,-0.1891,-0.0177,0,2.6031,0.5071,6.7764
71.2,-0.2369,-0.0711,-0.0347,0,2.4151,0.5043,6.7147
71.3,-0.1023,0.0780,0.0615,0,2.2229,0.5107,6.8119
71.4,-0.2249,-0.0856,-0.1017,0,2.3154,0.5062,6.8794
71.5,-0.2671,-0.0539,0.1078,0,2.2712,0.5096,6.8748
71.6,-0.2371,-0.0822,-0.0145,0,2.4822,0.5070,6.8329
71.7,-0.3154,-0.1958,-0.0329,0,2.6389,0.5055,6.7138
71.8,-0.0644,-0.0014,0.1547,0,2.2855,0.4968,6.9939
71.9,-0.1461,0.1269,0.2452,0,2.2041,0.4960,6.9576
72.0,-0.2675,0.0324,0.0273,0,2.2218,0.5062,6.8579
72.1,-0.3305,-0.1608,0.0493,0,2.5256,0.5191,6.6318
72.2,-0.2439,0.1176,0.0376,0,2.1762,0.5096,6.8518
72.3,-0.1251,0.1223,0.0269,3,2.0438,0.4998,7.0065
72.4,0.0824,0.4808,-0.0843,3,2.2960,0.4971,7.1827
72.5,0.0735,0.3531,-0.0803,3,2.4113,0.4937,7.1822
72.6,-0.0832,0.1344,-0.1544,3,2.2449,0.5022,6.9175
72.7,-0.1146,0.0643,0.0086,0,2.3014,0.5092,6.8234
72.8,-0.2696,-0.0637,0.0291,0,2.4092,0.5186,6.6751
72.9,-0.1778,0.0234,-0.1141,0,2.4149,0.5081,6.8198
73.0,-0.0784,0.2259,0.0153,3,2.1323,0.5031,7.1077
73.1,-0.2182,0.0641,-0.1876,0,2.3485,0.5166,6.7610
73.2,-0.1120,0.0949,-0.0619,0,2.3606,0.5126,6.8975
73.3,0.0229,0.2796,0.0047,3,2.2035,0.5025,7.0068
73.4,-0.2270,0.0116,-0.0473,0,2.3050,0.5105,6.7760
73.5,-0.2119,0.0384,0.0802,0,2.2820,0.5030,6.9013
73.6,-0.2519,-0.1469,-0.1624,0,2.4316,0.5119,6.7828
73.7,-0.1158,0.1609,-0.0618,3,2.5112,0.4993,6.8617
73.8,-0.0984,0.0379,-0.2224,0,2.5356,0.5067,6.7443
